CRN,Subject,Number,Section,Quad,Title / Comment,Credits,Meeting Time,Days,Instructor(s),Room,Fees,Attributes
11699,C E,414,0,A,Min with Children & Families,2,8:30 AM - 10:20 AM,T R,"Larson, Mimi L.",BGC 011,,
11700,CFM,613,0,A,Ministry w/ Children/Families,2,8:30 AM - 10:20 AM,T R,"Larson, Mimi L.",BGC 011,,
11701,C E,231,0,B,Evangelism,2,11:35 AM - 12:45 PM,M W F,"Root, Gerald R.",BGC 138,,
11702,C E,223,0,,Human Development & Ministry,4,11:35 AM - 12:45 PM,M W F,"Larson, Mimi L.",BGC 132,,SI
11704,CFM,525,1HY,,"Camp Ministry-Global ContextHybrid.  Meets 2/21-22; onlinemodules throughout semester",4,8:30 AM - 5:00 PM,RF,"Karianjahi, Muhia M.",,,
11705,CFM,548,0,A,"Program Planning/LeadershipHybrid.  Meets 2/20 at HR.Online  modules through A quad",2,8:30 AM - 5:00 PM,W,"Karianjahi, Muhia M.",,,
11706,CHEM,342L,1,,Organic II Lab,0,7:30 AM - 10:20 AM,T,"Dick, Allison R.",MEY 305,,
11707,CHEM,436,0,B,Physical Inorganic Chemistry,2,12:55 PM - 2:05 PM,M W F,"Lovaasen, Benjamin",M.EY 302,,
11708,CHEM,437,0,A,Organometallic Chemistry,2,12:55 PM - 2:05 PM,M W F,"Lovaasen, Benjamin",M.EY 302,,
11709,CORE,101,2,,FYS: What is Matter?,4,12:55 PM - 2:05 PM,M W F,"Walhout, Peter K.",MEY 355,,
11710,ENGL,338,0,,Restoration & 18th Century Lit,4,11:35 AM - 12:45 PM,M W F,"Galbraith, Jeffrey R.",BLANCH 322,,
11711,ENGL,381,0,A,American Authors: Beginnings,2,8:30 AM - 10:20 AM,T R,"Kriner, Tiffany E.",BLANCH 322,,
11712,ENGL,431,0,,Christianity and Fantasy,4,11:15 AM - 1:05 PM,T R,"Downing, David C.",BLANCH 322,,
11713,ENGL,486,0,,Wade Center Authors,4,9:20 AM - 10:30 AM,M W F,"Colon, Christine A.",BLANCH 440,,
11714,ENGW,104,2,B,Composition and Research,2,11:35 AM - 12:45 PM,M W F,"Ryken, Leland",BLANCH 272,,COMP
11715,ENGW,104,0,A,Composition and Research,2,6:30 PM - 10:00 PM,M,"Beitler, James E.",BLANCH 124,,COMP
11716,ENGW,233,0,,Writing Chicago,4,6:30 PM - 10:00 PM,R,Beitler & Toly,,,LE
11717,ENGW,335,0,,Poetry Writing and Criticism,4,1:15 PM - 3:05 PM,T R,"Nonaka, Miho",BLANCH 323,,
11718,ENGW,444,2,A,Special Topics-Flash Fiction,2,11:15 AM - 1:05 PM,T R,"Mazzarella, Nicole",SCHELL 201,,
11719,ENGW,444,3,,Travel Writing,4,2:15 PM - 3:25 PM,M W F,"Bratcher, Andrew B.",BLANCH 472,,
11720,ENGW,444,4,A,Writing About Culture,2,11:35 AM - 12:45 PM,M W F,"Bratcher, Andrew B.",BLANCH 440,,
11721,CORE,342,0,,AIS: Dante's Commedia,4,6:00 PM - 9:30 PM,R,Gibson & Wood,BLANCH 125,,"LE, PI"
11722,CHIN,302,0,,Chinese Through Scripture,4,9:20 AM - 10:30 AM,M W F,"Wang, Rose",WYN 302,,
11723,CHIN,331,0,,Chinese Conversation,4,11:35 AM - 12:45 PM,M W F,"Zhai, Wenyang",MSC 120,,
11725,FREN,333,0,,Intro to Francophone World,4,12:55 PM - 2:05 PM,M W F,"Savage, Alan D.",SCHELL 202,,
11726,GERM,201,0,,Intermediate German,4,11:35 AM - 12:45 PM,M W F,"Gascho, Bethel L.",MSC 103,,COMP
11727,GERM,494,2,,Senior Seminar: Faith & Lit,4,2:15 PM - 3:25 PM,M W F,"Henley, Grant H.",WYN 302,25,
11728,SPAN,332,3,,Adv Grammar And Composition,4,12:55 PM - 2:05 PM,M W F,"Gates, Stephanie R.",MSC 122,,
11729,SPAN,342,0,,Global Spain: Lit After 1800,4,11:35 AM - 12:45 PM,M W F,"Townsend, Tamara",ARM 246,,"GP, LE"
11730,SPAN,352,4,B,Orientation to Costa Rica,2,12:55 PM - 2:05 PM,M W F,"Klingler, Timothy M.",MSC 202,,
11731,SPAN,439,0,A,Church & Soc Latin America,2,12:55 PM - 2:05 PM,M W F,"Klingler, Timothy M.",MSC 202,,
11732,CORE,333,0,,AIS:Country Behind Curtain-GDR,4,8:30 AM - 10:20 AM,T R,"Shaffer, Clinton S.",MSC 105,,"HP, LE"
11733,PSYC,736,0,,Cognitive-Behavioral Thy/Prac,3,11:40 AM - 2:30 PM,W,"McConnell, John M.",BGC M229,,
11734,PSYC,746,0,,Research/Stats I,3,10:40 AM - 1:30 PM,M,"Liu, Tao",BGC M229,,
11735,PSYC,754,0,,Biological Bases of Behavior,3,8:20 AM - 11:10 AM,T,"Phinney, Raymond",BGC M228,,
11736,PSYC,846,0,,Geropsychology,3,8:20 AM - 11:10 AM,T,"McConnell, John M.",BGC M229,,
11737,PSYC,851,0,,Substance Abuse,3,6:00 PM - 8:50 PM,M,"Rueger, Sandra Y.",BGC 252,,
11738,ANTH,361,0,B,Medical Anthropology,2,6:00 PM - 9:30 PM,W,"Jeske, Christine R.",BLANCH 272,,
11739,ANTH,481,0,A,Anthropological Writing,2,6:00 PM - 9:30 PM,W,"Jeske, Christine R.",BLANCH 272,,
11740,ANTH,310,0,,"Food, Farms, and Culture",4,1:15 PM - 3:05 PM,T R,"Jeske, Christine R.",BLANCH 273,,
11741,SOC,115,3,,Intro to Sociology,4,11:15 AM - 1:05 PM,T R,"Allen, Henry L.",BLANCH 222,,"DUS, SI"
11742,SOC,238,0,B,Contemporary Social Concerns,2,2:15 PM - 3:25 PM,M W F,"Allen, Henry L.",BLANCH 272,,
11743,SOC,376,0,,Sociological Theory,4,1:15 PM - 3:05 PM,T R,"Kim, Henry H.",BLANCH 272,,
11744,SOC,492,0,,Thesis Research,4,1:15 PM - 3:05 PM,T R,"Reynolds, Amy M.",MSC 105,,
11745,GEND,494,0,,Gender Studies Capstone,2,11:15 AM - 1:05 PM,T,"Reynolds, Amy M.",MEY 131,,
11746,SOC,228,0,A,Sociology of Sexuality,2,12:55 PM - 2:05 PM,M W F,"Reynolds, Amy M.",BLANCH 272,,
11748,B EC,226,0,,Prin Of Accountng I,4,11:15 AM - 1:05 PM,T R,"Tomal, Annette H.",MSC 124,,
11749,B EC,384,0,,Market Research,4,2:15 PM - 3:25 PM,M W F,"Stolze, Hannah J.",MSC 103,,
11750,ECON,394,0,,Financial Economics,4,9:20 AM - 10:30 AM,M W F,"Guo, Nick L.",MSC 304,,
11751,ECON,366,0,,International Economics,4,2:15 PM - 3:25 PM,M W F,"Hill, Enoch S.",MSC 122,,
11752,B EC,382,0,,Employment Law,2,6:00 PM - 8:00 PM,M,"Favaro, Dennis R.",MSC 124,,
11754,ART,492,0,,Comm Art Capstone/Internship,3,TBA,,"Samuelson, Leah M.",,,
11755,ART,494,3,,Senior Capstone-Studio,2,6:00 PM - 9:00 PM,M W,"Hooker, David J.",ADAMS 207,,
11756,ART,211,0,,Painting I,3,1:15 PM - 4:15 PM,T R,"Lundin, Cherith",ADAMS 111,,VPAV
11757,ART,494,2,B,Senior Capstone: Art History,2,11:35 AM - 12:45 PM,M W F,"Milliner, Matthew J.",ADAMS 301,,
11758,ART,101,5,B,Art Survey,2,1:15 PM - 3:05 PM,T R,"Thompson, Jeffrey P",ADAMS 301,,VPAV
11759,ART,101,6,A,Art Survey,2,1:15 PM - 3:05 PM,T R,"Thompson, Jeffrey P",ADAMS 301,,VPAV
11760,ENVR,381,0,,Envr Pollution & Toxicology,4,12:55 PM - 2:05 PM,M W F,"Keil, Charles B.",MEY 063,25,
11761,BIOL,386,0,,Pharmacology,4,9:20 AM - 10:30 AM,M W F,"Busch, Jennifer L.",MEY 217,,
11762,BIOL,368,0,,Invertebrate Zoology,4,9:20 AM - 10:30 AM,M W F,"Rorem, Nadine C.",MEY 355,85,
11763,BIOL,368L,0,,Invertebrate Zoology Lab,0,7:30 AM - 10:20 AM,R,"Rorem, Nadine C.",MEY 245,,
11764,CORE,341,0,,AIS: Stress and Flourishing,4,11:15 AM - 1:05 PM,T R,"Thom, Nathaniel J.",MEY 217,,SIP
11765,MUCS,321,0,B,Church Music Practices,2,12:55 PM - 2:05 PM,M W F,"Zimmerman, Edward",ARM 120,96,
11766,MUCS,336,0,A,Music of Oceania & Indonesia,2,9:20 AM - 10:30 AM,M W F,"Kastner, Kathleen S.",ARM 252,96,
11767,MUCS,355,0,B,American Music,2,12:55 PM - 2:05 PM,M W F,"Buis, Johann S.",ARM 246,96,
11768,MUCS,421,0,B,Chamber Literature,2,9:20 AM - 10:30 AM,M W F,"Saylor, L. Jonathan",BUS 133,96,
11769,MUCS,434,0,,Seminar in Context Studies,2,11:15 AM - 12:05 PM,T R,"Saylor, L. Jonathan",ARM 246,96,
11770,MUIP,131,2,,Small Group Piano Lessons,1,8:05 PM - 9:05 PM,M,Hart & Gamez,ARM 124,245,
11771,MUMS,355,0,,Group Pedagogy,3,8:30 AM - 10:20 AM,T R,"Bauer, Elizabeth A.",ARM 120,144,
11772,MUTC,343,0,B,Jazz Theory,2,8:30 PM - 10:30 PM,T R,"Ernst, Kathryn A.",EDMAN 102,96,
11773,MUTC,353,0,,Modal Counterpoint,2,2:15 PM - 3:05 PM,T R,"Zimmerman, Edward",ARM 120,96,
11774,MUTC,356,0,,Arranging,2,9:30 AM - 10:20 AM,T R,"Okpebholo, Shawn",ARM 222,96,
11775,MUTC,364,0,,The Improvising Musician,2,8:30 AM - 9:20 AM,T R,"Whitaker, Howard L.",ARM 145,96,
11776,URBN,373,0,A,City in Popular Culture,2,11:15 AM - 1:05 PM,T R,"Tooley, Christa B.",JENKS 205,,
11777,URBN,393,0,B,Placemaking in Urban Contexts,2,11:15 AM - 1:05 PM,T R,"Tooley, Christa B.",JENKS 205,,
11778,CORE,308,0,,"AIS: Engaging Arts in the CityWheaton in Chicago only",4,6:30 PM - 10:00 PM,F,Samuelson & Buis,,150,VPA
11779,PSYC,481,1,,Theories of Integration,2,8:30 AM - 10:20 AM,T,"Fort, Christin J.",BGC 252,,
11780,URBN,296,0,,Urban Studies Practicum,2 OR 4,TBA,,"Anderson, Jordan",,,
11781,URBN,490,0,,Internship-Pending,4 TO 8,TBA,,"Anderson, Jordan",,,
11782,URBN,496,0,,Internship,2 TO 8,TBA,,"Anderson, Jordan",,,
11783,HDI,654,1OL,,"Disaster, Crisis, Trauma Inter",4,TBA,,STAFF,,,
11784,HDI,624,1OL,,Refugee and Forced Migration,2,TBA,,STAFF,,,
11785,HDI,654,0,,"Disaster, Crisis, Trauma Inter",4,1:15 PM - 5:15 PM,R,"Aten, Jamie D.",MSC 122,,
11786,HDI,624,0,,Refugee and Forced Migration,2,1:00 PM - 2:50 PM,W,"Annan, Kent J.",BLANCH 440,,
11787,HDI,544,0,,Organizing Emergency Assistanc,2,8:30 AM - 10:20 AM,R,"Yoder, Jeff T.",MSC 122,,
11788,HDI,614,0,,Transformational Development,4,TBA,,STAFF,,,
11789,C E,216,0,,Discipleship Practicum,1,TBA,,"Haase, Daniel T.",,,
11790,INTR,561,0,,Intercultural Communication,4,8:00 AM - 1:00 PM,MTWRF,"Barger, R. Pam",,,
11791,INTR,573,0,,Qualitative Research-SLE,2,11:15 AM - 1:05 PM,T R,"Pierson, Cheri L.",BGC 255,,
11792,INTR,573,1OL,,Qualitative Research-SLE,2,TBA,,"Pierson, Cheri L.",,,
11793,B EC,328,2,A,Business Ethics,2,11:35 AM - 12:45 PM,M W F,"Gordon, James R.",BLANCH 273,,
11796,INTR,637,0,,Prob/Issues TESOL Mat Dev,2,8:00 AM - 1:00 PM,MTWRF,"Lewis, Marilyn N.",,,
11797,INTR,643,1OL,,ELL Methods of Specialists,2,TBA,,"Root, Claudia A.",,,
11798,INTR,521,1HY,,Historical Foundations,2,8:30 AM - 5:30 PM,W,"Gallagher, Robert L.",BGC 255,,
11799,INTR,572,1HY,,Cross-Cultural Research,2 OR 4,8:30 AM - 5:30 PM,FS,"Mullen, Natalie J.",BGC 255,,
11800,INTR,621,2HK,,Transformational Development,4,8:30 AM - 5:30 PM,FS,STAFF,,,
11806,EVAN,694,0,,CS Lewis: Apologist,2,8:30 AM - 5:30 PM,MTW,"Root, Gerald R.",BGC 255,,
11807,EVAN,534,0,,Apologetics in Global Contexts,2,8:30 AM - 5:30 PM,MTW,"Lee, Michael H.",BGC 534,,
11807,EVAN,534,0,,Apologetics in Global Contexts,2,TBA,,"Lee, Michael H.",,,
11808,EVAN,570,1OL,,Theology of Religions,4,TBA,,"Lee, Michael H.",,,
11809,EVAN,545,1OL,,Culture: Emerging & Global,4,TBA,,"Lee, Michael H.",,,
11811,ENVR,381L,0,,Env Pollution/Toxicology Lab,0,7:30 AM - 10:20 AM,R,"Keil, Charles B.",MEY 063,25,
11812,ENVR,430,0,,Environmental Engineering,4,1:15 PM - 3:05 PM,T R,"Yoder, Jeff T.",MEY 063,,
11813,ANTH,320,0,,Bollywood & Indian Society,4,6:30 PM - 10:00 PM,T,"Sadiq, Yousaf",BLANCH 222,,
11814,SOC,450,0,A,"Males, Masculinity & Violence",2,2:15 PM - 3:25 PM,M W F,"Allen, Henry L.",BLANCH 272,,
11815,URBN,233,0,,Chicago,4,6:30 PM - 10:00 PM,M,"Young, Sean L.",,,"DUS, SI"
11816,C E,360,0,,Classics of Christian Devotion,4,1:15 PM - 3:05 PM,T R,"Schwanda, Tom",BGC 012,,
11817,IR,318,0,,Environmental Politics,4,6:30 PM - 10:00 PM,T,"Toly, Noah J.",MSC 204,,
11818,IR,302,0,,National Security,4,2:15 PM - 3:25 PM,M W F,"Iglesias, David C.",MSC 304,,
11819,BITH,505,3,A,Adv. Greek: Luke,2,8:00 AM - 9:10 AM,M W F,"Laansma, Jon C.",MSC 120,,
11821,MAFT,664,4,,Personal/Prof Dev't Group IV,0,9:50 AM - 11:10 AM,T,"Hanlon, Matthew J.",BGC 253,,
11822,PSYC,762,5,,RL II:Psychology/Spirituality,1,3:15 PM - 5:05 PM,T,"Davis, Edward B.",BGC 250,,
11823,PSYC,764,5,,RLIV:Psychology/Spirituality,1,3:15 PM - 5:05 PM,T,"Davis, Edward B.",BGC 250,,
11824,SPAN,310,0,,Culture & Grammar Review,4,9:20 AM - 10:30 AM,M W F,"Klingler, Timothy M.",JENKS 204,,
11825,PHIL,448,0,,Human & Divine Discourse,4,1:15 PM - 3:05 PM,T R,"Talbot, Mark R.",BLANCH 124,,
11826,MUIP,403,0,,Private Lessons: Harpsichord,2 TO 4,TBA,,"Zimmerman, Edward",,770,
11828,COMM,415,0,,Social Media/Mobile Journalism,4,8:00 AM - 9:10 AM,M W F,"Morgan, Timothy C.",BGC 011,,
11830,HIST,391,5,B,Baseball & US History,2,11:15 AM - 1:05 PM,T R,"Blumhofer, Edith L.",BLANCH 223,,
11831,INTR,563,0,B,Cross-Cultural Teachng/Learng,2,8:30 AM - 10:20 AM,T R,"Barger, R. Pam",BGC 255,,
11832,BITH,322,0,,Theology & the Arts,4,6:30 PM - 10:00 PM,W,"McNutt, David W.",BGC 132,,VPA
11835,BITH,647,0,,Greek Exegesis: Mark,2,3:15 PM - 5:15 PM,T,"Perrin, Nicholas",BGC 532,,
11836,BITH,693,0,,Dossier for Biblical Exegesis,0,TBA,,"Abernethy, Andrew T.",,,
11837,BITH,491,0,,Early Christianity Senior Sem,2,11:15 AM - 1:05 PM,R,"Lee, Gregory W.",BGC 253,,
11839,ART,220,0,,Woodblock Printmaking,3,9:00 AM - 12:00 PM,T R,"Lundin, Cherith",ADAMS 201,,
11840,ART,300,0,,Landscape Photography,2,9:00 AM - 10:30 AM,M W,"Schreck, Gregory H.",ADAMS 107,,
11841,GERM,103,0,,Accel Elem German,4,8:00 AM - 9:10 AM,M W F,"Gascho, Bethel L.",MSC 122,,
11843,GERM,361,0,,Terrorism in Lit and Film,4,11:35 AM - 12:45 PM,M W F,"Shaffer, Clinton S.",WYN 302,,
11844,SPAN,332,0,,Adv Grammar And Composition,4,TBA,,"Wood, Adam N.",,,
11845,SPAN,337,0,,Spanish American Literature,4,TBA,,"Wood, Adam N.",,,"GP, LE"
11846,SPAN,338,0,,Intensive Advanced Spanish,4,TBA,,"Wood, Adam N.",,,
11847,SPAN,489,1,,Topics in Mexican Literature,4,TBA,,"Wood, Adam N.",,,
