CRN,Subject,Number,Section,Quad,Title / Comment,Credits,Meeting Time,Days,Instructor(s),Room,Fees,Attributes
80647,EDUC,338,0,,Cross-Categorical Methods,4,1:15 PM - 3:05 PM,T R,"Lederhouse, Jillian N.",BLANCH 455,,
80648,EDUC,587,2,B,Phil Foundations Of Education,3,11:35 AM - 3:35 PM,MTWRF,"Morrison, Sally E.",JENKS 204,,
80650,ARCH,211,0,,OT Archaeology,4,11:15 AM - 1:05 PM,T R,"Master, Daniel M.",BGC 534,,
80651,ARCH,213,0,,NT Archaeology,4,9:20 AM - 10:30 AM,M W F,"Miglio, Adam E.",BGC 130,,
80654,ARCH,495,0,,Independent Study,1 TO 4,TBA,,STAFF,,,
80656,BITH,211,1,,OT Lit & Interpretation,4,6:30 PM - 10:00 PM,T,STAFF,BGC 138,,SHAR
80658,BITH,211,3,,OT Lit & Interpretation,4,8:30 AM - 10:20 AM,T R,"Smith, Samuel C.",BGC 138,,SHAR
80659,BITH,211,4,,OT Lit & Interpretation,4,11:15 AM - 1:05 PM,T R,"Hill, Andrew E.",BGC 138,,SHAR
80660,BITH,211,5,,OT Lit & Interpretation,4,1:15 PM - 3:05 PM,T R,"Walton, John H.",BGC 138,,SHAR
80661,BITH,211,6,,OT Lit & Interpretation,4,8:00 AM - 9:10 AM,M W F,STAFF,BGC 138,,SHAR
80662,BITH,211,7,,OT Lit & Interpretation,4,2:15 PM - 3:25 PM,M W F,"Buster, Aubrey E.",BGC 138,,SHAR
80664,BITH,213,1,,NT Lit & Interpretation,4,11:15 AM - 1:05 PM,T R,"Vlachos, Chris A.",BGC 136,,SHAR
80665,BITH,213,2,,NT Lit & Interpretation,4,2:15 PM - 3:25 PM,M W F,"Ehorn, Seth M.",BGC 136,,SHAR
80666,BITH,213,3,,NT Lit & Interpretation,4,8:30 AM - 10:20 AM,T R,"Vlachos, Chris A.",BGC 136,,SHAR
80667,BITH,213,4,,NT Lit & Interpretation,4,12:55 PM - 2:05 PM,M W F,"Ehorn, Seth M.",BGC 136,,SHAR
80668,BITH,213,5,,NT Lit & Interpretation,4,6:30 PM - 10:00 PM,T,STAFF,BGC 136,,SHAR
80669,BITH,213,6,,NT Lit & Interpretation,4,9:20 AM - 10:30 AM,M W F,"Sosa Siliezar, Carlos R.",BGC 136,,SHAR
80670,BITH,213,7,,NT Lit & Interpretation,4,11:35 AM - 12:45 PM,M W F,"Peeler, Amy L.",BGC 136,,SHAR
80672,BITH,315,1,,Christian Thought,4,8:30 AM - 10:20 AM,T R,"Bacote, Vincent E.",BGC 132,,SHAR
80673,BITH,315,2,,Christian Thought,4,11:15 AM - 1:05 PM,T R,"McGowin, Emily H.",BGC 132,,SHAR
80674,BITH,315,3,,Christian Thought,4,11:35 AM - 12:45 PM,M W F,"Johnson, Keith L.",BGC 132,,SHAR
80675,BITH,315,4,,Christian Thought,4,2:15 PM - 3:25 PM,M W F,"Lauber, David",BGC 132,,SHAR
80676,BITH,315,5,,Christian Thought,4,8:00 AM - 9:10 AM,M W F,"McGowin, Emily H.",BGC 132,,SHAR
80677,BITH,315,6,,Christian Thought,4,6:30 PM - 10:00 PM,W,"Barbeau, Jeffrey W.",BGC 132,,SHAR
80678,BITH,315,7,,Christian Thought,4,9:20 AM - 10:30 AM,M W F,"McGowin, Emily H.",BGC 132,,SHAR
80680,BITH,325,0,,Biblical Interp & Hermeneutics,4,6:30 PM - 10:00 PM,T,"Green, Gene L.",BGC 132,,
80683,BITH,372,0,,Historical Theology,4,1:15 PM - 3:05 PM,T R,"Bruce, Matthew J.",BGC 132,,
80684,BITH,374,0,,Systematic Theology,4,11:15 AM - 1:05 PM,T R,STAFF,BGC 140,,
80690,BITH,494,0,,Senior Seminar,2,1:15 PM - 3:05 PM,R,Peeler & Lee,BGC 569,,
80692,BITH,496,0,,Internship,1 TO 4,TBA,,STAFF,,,
80693,BITH,499,0,,Honors Thesis,2 OR 4,TBA,,STAFF,,,
80694,BITH,505,0,,German for Reading,4,3:35 PM - 5:25 PM,W F,"Shaffer, Clinton S.",MSC 103,,
80695,BITH,524,0,A,Intro to Hermeneutics,2,11:35 AM - 12:45 PM,M W F,"Ehorn, Seth M.",BGC 532,,
80697,BITH,536,1,A,OT Book Study: Psalms,2,6:30 PM - 10:00 PM,T,"Bullock, C. Hassell",BGC 532,,
80698,BITH,536,2,B,OT Book Studies-Deuteronomy,2,6:30 PM - 10:00 PM,T,"Block, Daniel I.",BGC 532,,
80705,BITH,565,1,,Christian Theology,4,11:15 AM - 1:05 PM,T R,"Cortez, Marc A.",BGC 250,,
80706,BITH,565,2,,Christian Theology,4,6:30 PM - 10:00 PM,T,"Bacote, Vincent E.",BGC 250,,
80708,BITH,573,0,,Scripture and Theology,4,1:15 PM - 3:05 PM,T R,"Cortez, Marc A.",BGC 532,,
80710,BITH,581,0,,The Reformation,4,11:15 AM - 1:05 PM,T R,"McNutt, Jennifer P.",BGC 524,,
80713,BITH,646,0,,Greek Exegesis:1 Corinthians,4,8:00 AM - 9:10 AM,M W F,"Laansma, Jon C.",MSC 122,,
80714,BITH,653,0,A,Historical Theol:Patristics,2,8:30 AM - 10:20 AM,T R,"Bruce, Matthew J.",BGC 534,,
80715,BITH,654,0,B,Hist Theology: Medieval,2,8:30 AM - 10:20 AM,T R,"Bruce, Matthew J.",BGC 534,,
80716,BITH,675,0,,Adv Syst Theology: Creation,4,6:30 PM - 10:00 PM,W,"McNutt, David W.",BGC 534,,
80717,BITH,676,0,,System Theology: Creation,4,6:30 PM - 10:00 PM,W,"McNutt, David W.",BGC 534,,
80718,BITH,677,0,,Modern British Religious Hist,4,6:30 PM - 10:00 PM,T,"Larsen, Timothy T.",BGC 569,,
80719,BITH,684,0,,Vocation Formation,0,5:05 PM - 6:05 PM,M,"Cortez, Marc A.",BGC 532,,
80720,BITH,692,0,,Comprehensive Exam,0,TBA,,"Capes, David B.",,25,
80721,BITH,695,0,,Independent Study,1 TO 4,TBA,,STAFF,,,
80722,BITH,696,0,,Internship,2 OR 4,TBA,,STAFF,,,
80723,BITH,698,0,,Thesis,4,TBA,,STAFF,,,
80724,BITH,699,0,,Thesis Continuation,0,TBA,,STAFF,,50,
80725,BITH,751,0,,Intro to Doctoral Research,0,1:15 PM - 3:05 PM,T,"Treier, Daniel J.",BGC 569,,
80726,BITH,793,0,,Directed Study,2 TO 4,TBA,,STAFF,,,
80727,BITH,794,0,,Directed Study-Liberal Arts,2 TO 4,TBA,,STAFF,,,
80728,BITH,795,0,,Guided Research,1 TO 4,TBA,,STAFF,,,
80729,BITH,798,0,,Guided Pedagogical Experience,2,TBA,,STAFF,,,
80730,BITH,881,0,,Biblical Interp & Theology,4,8:00 AM - 11:30 AM,T,"Treier, Daniel J.",BGC 569,,
80731,BITH,882,0,,Old Testament Social Ethics,4,8:00 AM - 11:30 AM,M,"Carroll, Mark D.",BGC 569,,
80732,BITH,898,0,,Dissertation,0,TBA,,"Treier, Daniel J.",,,
80733,BITH,899,0,,Dissertation Continuation (FT),0,TBA,,"Treier, Daniel J.",,,
80734,BITH,999,0,,Dissertation Continuation (PT),0,TBA,,"Treier, Daniel J.",,,
80742,BITH,375,0,,Christian Ethics,4,11:35 AM - 12:45 PM,M W F,"Lauber, David",BGC 263,,
80743,BITH,376,0,,Theologies of Transformation,4,6:30 PM - 10:00 PM,T,"Lee, Gregory W.",,,SHAR
80749,BITH,635,1,,Hebrew Exegesis: Isaiah,4,11:15 AM - 1:05 PM,T R,"Schultz, Richard L.",BGC 255,,
80754,CORE,101,27,,FYS-How Do We Help the Poor?,4,11:35 AM - 12:45 PM,M W F,"Graves, Michael W.",BGC 255,,
80755,CORE,101,28,,FYS-What is Love?,4,9:20 AM - 10:30 AM,M W F,"Lauber, David",BGC 534,,
80756,CORE,101,29,,FYS-Who is God?,4,12:55 PM - 2:05 PM,M W F,"Peeler, Amy L.",BGC 255,,
80757,CORE,101,30,,"FYS-Power, Tragedy, Good Life",4,11:35 AM - 12:45 PM,M W F,"Miglio, Adam E.",MSC 122,,
80758,MUCS,101,5,B,Intro To Music:Historical,2,9:20 AM - 10:30 AM,M W F,"Rakes, John P.",ARM 145,,VPAM
80759,MUCS,101,1,A,Intro To Music:Historical,2,8:00 AM - 9:10 AM,M W F,"Rakes, John P.",ARM 145,,VPAM
80760,MUCS,101,2,A,Intro To Music:Historical,2,2:15 PM - 3:25 PM,M W F,"Griffin, Rose A.",ARM 145,,VPAM
80762,MUCS,101,4,B,Intro To Music:Historical,2,2:15 PM - 3:25 PM,M W F,"Yi, Gina J.",ARM 145,,VPAM
80763,MUCS,102,0,B,Intro To Music:Interdisc,2,8:00 AM - 9:10 AM,M W F,"Rakes, John P.",ARM 145,,VPAM
80764,MUCS,103,1,A,Intro To Music:20C/World,2,8:30 AM - 10:20 AM,T R,"Buis, Johann S.",ARM 252,,VPAM
80766,MUCS,262,0,,Baroque/Classical Eras,4,11:35 AM - 12:45 PM,M W F,"Saylor, L. Jonathan",ARM 145,192,
80767,MUCS,264,0,A,World Music,2,9:20 AM - 10:30 AM,M W F,"Kastner, Kathleen S.",ARM 145,96,
80769,MUCS,327,1,,Woodwind Literature:Flute,2,TBA,,Brown & Saylor,,245,
80770,MUCS,327,2,,Woodwind Lit:Single Reed,2,TBA,,O'Riordan & Saylor,,245,
80771,MUCS,327,3,,Woodwind Lit:Double Reeds,2,TBA,,Stevenson & Saylor,,245,
80772,MUCS,328,1,,Brass Literature: Trumpet,2,TBA,,Ridenour & Saylor,,245,
80773,MUCS,328,2,,Brass Literature: Horn,2,TBA,,Cottle & Saylor,,245,
80774,MUCS,328,3,,Brass Lit: Low Brass,2,TBA,,Davis & Saylor,,245,
80775,MUCS,329,1,,Percussion Literature,1 TO 2,TBA,,"Kastner, Kathleen S.",,245,
80776,MUCS,329,2,,Percussion Literature,1 TO 2,TBA,,"Kastner, Kathleen S.",,245,
80780,MUCS,494,0,A,Senior Capstone,2,11:35 AM - 12:45 PM,M W F,"Kastner, Kathleen S.",EDMAN 102,96,
80781,MUCS,495,0,,Directed Study,1 TO 4,TBA,,"Zimmerman, Edward",,96,
80783,MUMS,114,0,A,Piano Sight Reading,1,8:00 AM - 9:10 AM,M W F,"Stampfl, Aaron J.",,48,
80784,MUMS,115,1,A,Intro to Music Studies,2,8:30 AM - 10:20 AM,T R,Zimmerman & Yi,ARM 145,96,
80786,MUMS,248,1,,"Basic ConductingMums 346 lab required",3,9:20 AM - 10:30 AM,M W F,"Sommerville, Daniel A.",ARM 046,144,
80787,MUMS,248,2,,"Basic ConductingMums 346 lab required",3,11:35 AM - 12:45 PM,M W F,"Rakes, John P.",ARM 046,144,
80788,MUMS,255,0,B,Pedagogy I,2,9:20 AM - 10:30 AM,M W F,"Bauer, Elizabeth A.",EDMAN 102,96,
80789,MUMS,261,0,,Feldenkrais for Musicians,1,6:45 PM - 8:15 PM,M,"Sterling, Robin C.",ARM 120,48,
80790,MUMS,312,1,,Instrumental Conducting,3,12:55 PM - 2:05 PM,M W F,"Sommerville, Daniel A.",ARM 046,144,
80791,MUMS,333,0,,Music Outreach Practicum,1,TBA,,"Bauer, Elizabeth A.",,180,
80792,MUMS,341,4,,Instrumental Tech-Brass,2,8:30 AM - 9:20 AM,T R,"Ridenour, Mark A.",EDMAN 102,96,
80794,MUMS,341,6,,Instrumental Tech-Guitar,1,12:55 PM - 2:05 PM,F,Torosian & Saylor,ARM 124,48,
80795,MUMS,342,0,,Vocal Techniques,1,11:15 AM - 12:05 PM,T,"Hueber, Thomas E.",ARM 120,48,
80797,MUMS,346,0,,Conducting Lab,0,8:00 AM - 9:10 AM,W,"Sommerville, Daniel A.",ARM 046,48,
80800,MUMS,385,0,,Applied Pedagogy I,2,TBA,,"Bauer, Elizabeth A.",,96,
80801,MUMS,421,0,,Honors Conducting,0 TO 1,TBA,,Hopper & Zimmerman,,48,
80803,MUMS,471,0,,Choral Methods,2,8:00 AM - 9:10 AM,M   F,"Yi, Gina J.",ARM 120,96,
80804,MUMS,471L,0,,Choral Methods Pract,1,8:00 AM - 9:10 AM,W,"Yi, Gina J.",ARM 120,48,
80805,MUMS,472,0,,Instrumental Methods,2,8:00 AM - 9:10 AM,M W,STAFF,ARM 252,96,
80806,MUMS,472L,0,,Instr Methds Practcm,1,8:00 AM - 9:10 AM,F,STAFF,ARM 252,48,
80808,MUMS,495,0,,Directed Study,1 TO 4,TBA,,"Zimmerman, Edward",,,
80809,MUMS,496,0,,Internship,2 TO 4,TBA,,"Bauer, Elizabeth A.",,180,
80811,MUTC,151,1,,Music Theory I,3,8:00 AM - 9:10 AM,M W F,"Wheatley, Gregory A.",ARM 246,144,
80812,MUTC,151,2,,Music Theory I,3,9:20 AM - 10:30 AM,M W F,"Kim, Misook",ARM 246,144,
80813,MUTC,151,3,,Music Theory I,3,2:15 PM - 3:25 PM,M W F,"Wheatley, Gregory A.",ARM 266,144,
80814,MUTC,152,1,,Aural Skills I,1,11:15 AM - 12:05 PM,T R,"Hollinger, Deborah",ARM 266,48,
80815,MUTC,152,2,,Aural Skills I,1,12:15 PM - 1:05 PM,T R,"Hollinger, Deborah",ARM 266,48,
80816,MUTC,152,3,,Aural Skills I,1,2:15 PM - 3:05 PM,T R,"Hollinger, Deborah",ARM 266,48,
80817,MUTC,231,0,,Composition I,2,9:30 AM - 10:20 AM,T R,"Okpebholo, Shawn E.",ARM 120,96,
80818,MUTC,233,0,,Digital Music Technology I,2,7:00 PM - 8:50 PM,M,"Baddorf, Donald G.",ARM 317,96,
80819,MUTC,241,1,,Music Theory III,2,8:00 AM - 9:10 AM,M W,"Okpebholo, Shawn E.",ARM 266,96,
80821,MUTC,241,3,,Music Theory III,2,12:55 PM - 2:05 PM,M W,"Okpebholo, Shawn E.",ARM 246,96,
80822,MUTC,252,1,,Aural Skills III,1,8:30 AM - 9:20 AM,T R,"Kim, Misook",ARM 266,48,
80823,MUTC,252,2,,Aural Skills III,1,9:30 AM - 10:20 AM,T R,"Kim, Misook",ARM 266,48,
80824,MUTC,252,3,,Aural Skills III,1,12:15 PM - 1:05 PM,T R,"Kim, Misook",ARM 246,48,
80825,MUTC,331,0,,Intermediate Composition,2,TBA,,"Okpebholo, Shawn E.",,512,
80826,MUTC,352,1,,Aural Skills V,1,8:30 AM - 9:20 AM,T R,"Clark, Micah S.",ARM 246,48,
80827,MUTC,352,2,,Aural Skills V,1,9:30 AM - 10:20 AM,T R,"Clark, Micah S.",ARM 246,48,
80828,MUTC,352,3,,Aural Skills V,1,2:15 PM - 3:05 PM,T R,"Clark, Micah S.",ARM 246,48,
80830,MUTC,451,0,,Advanced Composition,3,TBA,,"Okpebholo, Shawn E.",,770,
80831,MUTC,495,0,,Directed Study,1 TO 4,TBA,,"Zimmerman, Edward",,,
80832,CHEM,231,1,,General Chemistry I,4,8:00 AM - 9:10 AM,M W F,"Lane, Lori B.",MEY 145,,
80833,CHEM,231,2,,General Chemistry I,4,12:55 PM - 2:05 PM,M W F,"Lane, Lori B.",MEY 145,,
80835,CHEM,231L,1,,General Chemistry Lab,0,7:30 AM - 10:20 AM,T,"Lane, Lori B.",MEY 311,,
80836,CHEM,231L,2,,General Chemistry Lab,0,1:15 PM - 4:05 PM,T,"Walhout, Peter K.",MEY 311,,
80837,CHEM,231L,3,,General Chemistry Lab,0,6:45 PM - 9:35 PM,T,"Walhout, Peter K.",MEY 311,,
80838,CHEM,231L,4,,General Chemistry Lab,0,2:15 PM - 5:05 PM,W,"Lane, Lori B.",MEY 311,,
80839,CHEM,231L,5,,General Chemistry Lab,0,6:45 PM - 9:35 PM,W,"Walhout, Peter K.",MEY 311,,
80840,CHEM,231L,6,,General Chemistry Lab,0,7:30 AM - 10:20 AM,R,"David, Melody J.",MEY 311,,
80841,CHEM,231L,7,,General Chemistry Lab,0,12:15 PM - 3:05 PM,R,"McKoy, Angela F.",MEY 311,,
80842,CHEM,231L,8,,General Chemistry Lab,0,6:45 PM - 9:35 PM,R,"McKoy, Angela F.",MEY 311,,
80845,CHEM,294,0,,Chemistry Colloquium,1,6:45 PM - 7:35 PM,T,"Burden, Daniel L.",MEY 302,,
80847,CHEM,341,2,,Organic Chemistry I,4,11:35 AM - 12:45 PM,M W F,"Umesiri, Francis E.",MEY 021,,
80848,CHEM,341L,1,,Organic Chemistry I Lab,0,7:30 AM - 10:20 AM,T,"Dick, Allison R.",MEY 305,95,
80849,CHEM,341L,2,,Organic Chemistry I Lab,0,1:15 PM - 4:05 PM,T,"Umesiri, Francis E.",MEY 305,95,
80850,CHEM,341L,3,,Organic Chemistry I Lab,0,2:15 PM - 5:05 PM,W,"David, Melody J.",MEY 305,95,
80851,CHEM,341L,4,,Organic Chemistry I Lab,0,7:30 AM - 10:20 AM,R,"Sikkenga, David L.",MEY 305,95,
80853,CHEM,355,0,,Analytical Chemistry,2,11:15 AM - 12:05 PM,R,"Burden, Daniel L.",MEY 302,,
80854,CHEM,355L,1,,Analytical Lab,0,7:30 AM - 10:20 AM,R,"Burden, Daniel L.",MEY 304,95,
80855,CHEM,355L,2,,Analytical Lab,0,1:15 PM - 4:05 PM,R,"Burden, Daniel L.",MEY 304,95,
80856,CHEM,371,0,,Physical Chemistry I,4,9:20 AM - 10:30 AM,M W F,"Walhout, Peter K.",MEY 302,,
80859,CHEM,457,0,,Adv Analytcl Chem II,2,11:15 AM - 12:05 PM,T,"Burden, Daniel L.",MEY 304,,
80860,CHEM,457L,0,,Adv Analy Lab,0,1:15 PM - 2:15 PM,T,"Burden, Daniel L.",MEY 304,95,
80861,CHEM,462,0,A,Advanced Biochemistry,2,2:15 PM - 3:25 PM,M W F,"Eggimann, Becky L.",MEY 304,,
80862,CHEM,494,0,,Chemistry In Context,2,8:30 AM - 10:20 AM,R,"Eggimann, Becky L.",MEY 302,,
80863,CHEM,495,0,,Independent Research,2 OR 4,TBA,,STAFF,,95,
80864,CHEM,496,0,,Internship,1 TO 4,TBA,,STAFF,,,
80868,PSYC,698,0,,Master's Thesis,4,TBA,,STAFF,,,
80869,PSYC,699,1,,Master's Thesis Continuation,0,TBA,,STAFF,,50,
80870,PSYC,714,0,,Professional Dev't & Ethics I,3,12:30 PM - 3:20 PM,M,"Pyykkonen, Benjamin A.",BGC 254,,
80871,PSYC,717,0,,CGRRSI,3,8:30 AM - 11:20 AM,M,"Barnes, Ozella R.",BGC 254,,
80872,PSYC,731,0,,Spirituality I,1,2:30 PM - 3:20 PM,W,"McRay, Barrett W.",BGC 255,,
80875,PSYC,743,0,,Psych Assessment I,3,11:30 AM - 2:20 PM,W,"Davis, Edward B.",BGC M209,,
80877,PSYC,753,0,,Psychopathology,3,8:20 AM - 11:10 AM,M,"McConnell, John M.",BGC M229,,
80879,PSYC,796,0,,"Practica I, II, III, IV",2,TBA,,"Voytenko, Vitaliy L.",,,
80883,PSYC,761,4,,Research Lab I-Neurcognitive,1,3:15 PM - 4:45 PM,T,"Pyykkonen, Benjamin A.",BGC 130,,
80896,PSYC,833,0,,Couple Therapy,3,8:20 AM - 11:10 AM,T,STAFF,BGC M228,,
80897,PSYC,843,0,,Neuropsychological Assessment,3,8:20 AM - 11:10 AM,T,"Pyykkonen, Benjamin A.",BGC M229,,
80898,PSYC,844,0,,Child Psychological Assessment,3,8:20 AM - 11:10 AM,T,"Kruse, Sandra",BGC 254,,
80899,PSYC,845,0,,Child & Adol Interventions,3,8:20 AM - 11:10 AM,T,"Canning, Sally S.",MEY 131,,
80901,PSYC,891,1,,Advanced Clerkship,0,8:30 AM - 10:00 AM,M,"Voytenko, Vitaliy L.",BGC M209,,
80902,PSYC,891,2,,Advanced Clerkship,0,8:30 AM - 10:00 AM,M,"Roth, Alana M.",BGC 002,,
80903,PSYC,892,1,,Advanced Clerkship II,0,8:30 AM - 10:00 AM,M,"Voytenko, Vitaliy L.",BGC M209,,
80904,PSYC,892,2,,Advanced Clerkship II,0,8:30 AM - 10:00 AM,M,"Roth, Alana M.",BGC 002,,
80905,PSYC,894,1,,Clerkship:Adv Psythpy,0,8:30 AM - 10:00 AM,M,"Voytenko, Vitaliy L.",BGC M209,,
80906,PSYC,894,2,,Clerkship,0,8:30 AM - 10:00 AM,M,"Roth, Alana M.",BGC 002,,
80907,PSYC,895,1,,Independent Study,1 TO 4,TBA,,STAFF,,,
80908,PSYC,896,0,,Clinical Internship,0,TBA,,STAFF,,,
80909,PSYC,898,0,,Clinical Dissertation,1 TO 4,TBA,,STAFF,,,
80910,PSYC,898,0,,Clinical Dissertation,1 TO 4,TBA,,STAFF,,,
80912,PSYC,899,0,,Dissertation Continuation,0,TBA,,STAFF,,50,
80914,INTR,514,0,,Spiritual & Profess Formation,4,8:30 AM - 5:30 PM,WR,"Gallagher, Robert L.",BGC 309,,
80915,INTR,532,0,,Contextualization,4,8:30 AM - 5:30 PM,WR,"Moreau, A. Scott",,,
80917,INTR,561,1,,Intercultural Communication,4,8:30 AM - 5:30 PM,M    S,"Gallagher, Robert L.",,,
80921,INTR,581,0,,Latin American Culture & Civ,4,11:35 AM - 12:45 PM,M W F,"Klingler, Timothy M.",ARM 120,,
80922,INTR,611,0,,TESL/TEFL Methodology,4,6:30 PM - 8:20 PM,T R,"Pierson, Cheri L.",BGC 255,,
80923,INTR,612,OL,,Descriptive English Grammar,4,TBA,,"Seaman, Alan A.",,,
80924,INTR,612,0,,Descriptive English Grammar,4,4:00 PM - 5:45 PM,M  R,"Seaman, Alan A.",BGC 138,,
80925,INTR,615,OL,A,Teaching Reading/Composition,2,TBA,,"Barger, R. Pam",,,
80926,INTR,615,0,A,Teaching Reading/Composition,2,6:30 PM - 10:00 PM,W,"Barger, R. Pam",BGC 136,,
80930,INTR,692,0,,Comprehensive Examination,0,TBA,,"Seaman, Alan A.",,75,
80931,INTR,695,0,,Independent Study,1 TO 4,TBA,,STAFF,,,
80932,INTR,696,0,,Internship,2 OR 4,TBA,,STAFF,,,
80933,INTR,698,0,,Thesis/Applied Thesis,4,TBA,,STAFF,,,
80934,INTR,699,0,,Thesis/Applied Thesis Contin,0,TBA,,STAFF,,50,
80935,LING,224,0,,Theoretical Found ELL Method,4,9:20 AM - 10:30 AM,M W F,"Vroom Fick, Sara J.",BLANCH 472,,DUS
80937,LING,323L,0,,Bilingual Practicum,1,TBA,,"Vroom Fick, Sara J.",,,
80938,LING,325,0,A,Prin of Assessment for TESOL,2,8:30 AM - 10:20 AM,T R,"Seaman, Alan A.",BGC 140,,
80939,LING,328,0,B,ELL Methods for Specialists,2,6:30 PM - 10:00 PM,R,"Root, Claudia A.",BGC 138,,
80940,LING,328L,0,,ELL Practicum,1,TBA,,"Vroom Fick, Sara J.",,,
80943,URBN,296,0,,Urban Studies Practicum,2 OR 4,TBA,,"Anderson, Jordan",,,
80944,URBN,371,0,,"Race, Poverty, Reconciliation",4,TBA,R,"Sutter, Arloa B.",,,
80945,URBN,490,0,,Internship-Pending,4 TO 8,TBA,,"Anderson, Jordan",,,
80946,URBN,495,0,,Independent Study,2 TO 4,TBA,,STAFF,,,
80950,MUEP,213,0,,Women's Chorale,0,4:30 PM - 6:00 PM,M W,"Hopper, Mary",,180,
80952,EVAN,695,0,,Independent Study,1 TO 4,TBA,,STAFF,,,
80953,EVAN,696,0,,Internship,2 OR 4,TBA,,STAFF,,,
80954,EVAN,698,0,,Thesis/Applied Thesis,2 OR 4,TBA,,STAFF,,,
80955,EVAN,699,0,,Thesis/Applied Thesis Contin,0,TBA,,STAFF,,50,
80956,MUEP,214,0,,Men's Glee Club,0,4:30 PM - 6:00 PM,T R,"Hopper, Mary",,180,
80958,MUEP,215,0,,Concert Choir,0,2:15 PM - 3:45 PM,M W F,"Trotter, John W.",,180,
80959,MISS,692,0,,Comprehensive Exam,0,TBA,,"Richardson, Richard C.",,75,
80960,EVAN,692,0,,Comprehensive Exam,0,TBA,,"Richardson, Richard C.",,75,
80961,MUEP,216,0,,Symphonic Band,0,3:45 PM - 5:15 PM,M W,STAFF,EDMAN 102,180,
80962,MUEP,217,1,,Symphony Orchestra:Strings,0,4:15 PM - 6:15 PM,T R,"Sommerville, Daniel A.",EDMAN 102,180,
80962,MUEP,217,1,,Symphony Orchestra:Strings,0,5:00 PM - 6:15 PM,M,"Sommerville, Daniel A.",EDMAN 102,180,
80963,MSCI,101,0,,Intro to Army/Crit Think,2,6:30 PM - 9:45 PM,R,Frye & Olson,MEY 133,,
80964,MSCI,123,0,,Leadership Laboratory,0,3:45 PM - 5:45 PM,R,"Olson, Aaron M.",,,
80965,MSCI,201,0,,Leadership and Decision Making,2,6:30 PM - 9:45 PM,R,"Albuck, Troy J.",JENKS 205,,
80966,MSCI,211,0,,American Military History,2,8:30 AM - 10:20 AM,T,"Albuck, Troy J.",JENKS 205,,
80967,MSCI,301,0,,Training Mgmt,4,6:30 PM - 10:00 PM,R,"Frye, Joshua K.",MSC 304,,
80968,MSCI,401,0,,The Army Officer,4,6:30 PM - 10:00 PM,R,Kurczak & Cartagena,MSC 302,,
80969,MUEP,217,2,,Symph Orch Winds-Percussion,0,4:15 PM - 6:15 PM,T R,"Sommerville, Daniel A.",EDMAN 102,180,
80969,MUEP,217,2,,Symph Orch Winds-Percussion,0,5:30 PM - 6:15 PM,W,"Sommerville, Daniel A.",EDMAN 102,180,
80970,MUEP,218,0,,Jazz Ensemble,0,7:00 PM - 8:20 PM,T R,"Ernst, Kathryn A.",EDMAN 102,180,
80971,MUEP,219,1,,Recital & Concert Attendance,0,1:15 PM - 2:05 PM,R,"Zimmerman, Edward",ARM 132,,
80972,MUEP,219,2,,Recital & Concert Attendance,0,TBA,,"Zimmerman, Edward",,,
80973,MUEP,311,0,,Studio Accompaniment,1 TO 2,TBA,,"Horn, Daniel P.",,48,
80974,MUEP,321,0,,Recital Accompaniment,1 TO 2,TBA,,"Horn, Daniel P.",,48,
80975,MUEP,357,0,,Opera Mainstage,2,11:15 AM - 1:05 PM,T R,"Hart, Carolyn A.",ARM 046,365,
80975,MUEP,357,0,,Opera Mainstage,2,4:00 PM - 5:30 PM,F,"Hart, Carolyn A.",ARM 046,365,
80977,MUEP,358,2,,Jazz Combo II,1,7:30 PM - 8:30 PM,W,"Davis, James C.",EDMAN 102,180,
80978,MUEP,371,42,,Chamber Music: Guitar,0 TO 1,TBA,,"Altino, Leonardo G.",,180,
80979,MUEP,371,1,,Chamber Music: String,0 TO 1,TBA,,"Altino, Leonardo G.",,180,
80980,MUEP,371,2,,Chamber Music: Piano,0 TO 1,TBA,,"Altino, Leonardo G.",,180,
80981,MUEP,371,3,,Chamber Music: Winds,0 TO 1,TBA,,"Altino, Leonardo G.",,180,
80982,MUEP,371,4,,Chamber Music: Brass,0 TO 1,TBA,,"Altino, Leonardo G.",,180,
80983,MUEP,371,5,,Percussion Ensemble,0 TO 1,3:15 PM - 4:05 PM,T,"Kastner, Kathleen S.",EDMAN 101,180,
80983,MUEP,371,5,,Percussion Ensemble,0 TO 1,3:35 PM - 4:35 PM,F,"Kastner, Kathleen S.",EDMAN 101,180,
80983,MUEP,371,5,,Percussion Ensemble,0 TO 1,6:15 PM - 7:30 PM,M,"Kastner, Kathleen S.",EDMAN 101,180,
80984,MUEP,371,6,,Piano Ensemble,0 TO 1,2:15 PM - 3:05 PM,T R,"Edwards, Karin R.",PIERCE CHAP,180,
80985,MUEP,371,7,,Mixed Ensemble,0 TO 1,TBA,,"Altino, Leonardo G.",,180,
80986,MUIP,101,1,,Private Lessons: Piano,2,TBA,,"Horn, Daniel P.",,512,
80987,MUIP,101,2,,Private Lessons: Jazz Piano,2,TBA,,Williams & Horn,,512,
80988,MUIP,102,1,,Private Lessons: Organ,2,TBA,,"Zimmerman, Edward",,512,
80989,MUIP,103,1,,Private Lessons: Harpsichord,2,TBA,,"Zimmerman, Edward",,512,
