Subject,Number,Section,Quad,Title / Comment,Credits,Meeting Time,Days,Instructor(s),Fees,Attributes
MUMS,101,0,B,Music Performance Seminar,1,9:20 AM - 10:30 AM,M W,Altino\ Leonardo G.,,VPAM
FREN,101,0,,Elementary French I,4,12:55 PM - 2:05 PM,M W F,Forsberg\ Amy Y.,,
GERM,101,0,,Elementary German I,4,8:00 AM - 9:10 AM,M W F,Shaffer\ Clinton S.,,
LATN,101,0,,Elementary Latin I,4,9:20 AM - 10:30 AM,M W F,Loney\ Alexander C.,,
MSCI,101,0,,Intro to Army/Crit Think,2,6:30 PM - 9:45 PM,R,Frye & Olson,,
PSYC,101,0,,Introduction to Psychology,4,11:15 AM - 1:05 PM,R,Callender\ Aimee A.,,SI
ENGR,101,0,,Intro to Engineering,1,1:15 PM - 2:20 PM,T,Hsu\ David D.,,
PACS,101,0,,Intro to Peace & Conflict,4,11:15 AM - 1:05 PM,T R,McKoy\ Michael K.,,SI
MUCS,102,0,B,Intro To Music:Interdisc,2,8:00 AM - 9:10 AM,M W F,Rakes\ John P.,,VPAM
GERM,103,0,,Accel Elem German,4,8:00 AM - 9:10 AM,M W F,Gascho\ Bethel L.,,
PHIL,103,0,,Philosophy & the Sciences,4,11:35 AM - 12:45 PM,M W F,O'Connor\ Robert C.,,PI\ SIP
MATH,106,0,,Math for Mission & Society,4,1:15 PM - 3:05 PM,T R,Isihara\ Paul,,AAQR
AHS,108,0,,Rock Climbing,1,TBA,MTW  S,Zeigle\ Bryce C.,200,
C E,111,0,A,Foundations of Ministry,2,11:35 AM - 12:45 PM,M W F,Root\ Gerald R.,,
ENGL,112,0,,SWL: Comedy & Tragedy,4,8:30 AM - 10:20 AM,T R,Gibson\ Alison R.,,LE\ VPAT
MUMS,114,0,A,Piano Sight Reading,1,8:00 AM - 9:10 AM,M W F,Stampfl\ Aaron J.,48,
HNGR,114,0,,Poverty\ Justice & Transform Freshmen & Sophomores only.,4,11:15 AM - 1:05 PM,T R,Huff\ James G.,,GP\ SI
URBN,114,0,,Social Life of Cities,4,11:15 AM - 1:05 PM,T R,Tooley\ Christa B.,,GP\ SI
C E,115,0,,Intro to Christian Formation,4,8:30 AM - 10:20 AM,T R,McRay\ Barrett W.,,
MSCI,123,0,,Leadership Laboratory,0,3:45 PM - 5:45 PM,R,Olson\ Aaron M.,,
ENGR,125,0,,Introduction to AutoCAD,2,6:45 PM - 9:35 PM,T,STAFF,65,
MATH,125,0,,Elm and Middle Gr Educ Math,4,11:35 AM - 12:45 PM,M W F,Vanderschoot\ Mary H.,,
MATH,131,0,,Precalculus,4,12:55 PM - 2:05 PM,M W F,STAFF,,AAQR
AHS,134,0,,Equestrian Skills,1,TBA,MTW  S,STAFF,95,
PSCI,135,0,,American Politics and Gov't,4,11:35 AM - 12:45 PM,M W F,Black\ Amy E.,,SI
AHS,136,0,,Mountain Biking,1,TBA,MTW  S,STAFF,95,
MUIP,141,0,,Small Group Voice Lessons,1,TBA,,Gamez & Hart,245,
AHS,148,0,A,Backpacking & Orienteering,1,TBA,,STAFF,340,
MUIP,150,0,,Small Grp Jazz Trumpet Lessons,1,TBA,,Davis & Saylor,245,
MUIP,160,0,,Early Keyboard Lessons,1,TBA,,STAFF,174,
COMM,171,0,A,Intro to Acting - Freshmen & Sophomores only,2,8:30 AM - 10:20 AM,T R,Mangin\ Andrew P.,,VPAT
CSCI,200,0,,Programming for Business,4,2:15 PM - 3:25 PM,M W F,Kim\ Hyunju,,
SCI,200,0,,Intro to Health Prfessions,2,1:15 PM - 3:05 PM,T,Eisenhauer\ Candice L.,,
BIOL,201,0,,Principles of Biology,4,12:55 PM - 2:05 PM,M W F,Burden\ Lisa M.,,SP
CHIN,201,0,,Intermediate Mandarin Chinese,4,12:55 PM - 2:05 PM,M W F,Zhai\ Wenyang,,COMP
ENGR,201,0,,ENGR Mechanics 1 - Statics,4,9:20 AM - 10:30 AM,M W F,Hsu\ David D.,,
GERM,201,0,,Intermediate German,4,12:55 PM - 2:05 PM,M W F,Gascho\ Bethel L.,,COMP
LATN,201,0,,Intermediate Latin,4,11:35 AM - 12:45 PM,M W F,Loney\ Alexander C.,,COMP
MSCI,201,0,,Leadership and Decision Making,2,6:30 PM - 9:45 PM,R,Albuck\ Troy J.,,
EDUC,201,0,,U.S. Education Policy,4,8:30 AM - 10:20 AM,T R,Eckert\ Jonathan M.,,SI
PSCI,201,0,,U.S. Education Policy,4,8:30 AM - 10:20 AM,T R,Eckert\ Jonathan M.,,SI
HIST,201,0,,Why History?,4,6:30 PM - 10:00 PM,W,Harkrider\ Melissa,,HP
PHIL,206,0,,Philosophy & Spiritual Form,4,2:15 PM - 3:25 PM,M W F,Gordon\ James R.,,PI\ SI
CSCI,210,0,B,Computer Programming Principle,2,2:15 PM - 3:25 PM,M W F,Pohly\ Devin J.,,
GEL,211,0,,Vocation Practicum,2 TO 4,7:00 PM - 9:00 PM,M,Haase\ Daniel T.,,
ART,211,0,,Painting I - Freshmen & Sophomores only.,3,12:55 PM - 3:55 PM,M W,Lundin\ Cherith,,VPAV
MSCI,211,0,,American Military History,2,8:30 AM - 10:20 AM,T,Albuck\ Troy J.,,
GEOG,211,0,A,General Geography,2,11:15 AM - 1:05 PM,T R,Lovett\ Carla K.,,
ARCH,211,0,,OT Archaeology,4,11:15 AM - 1:05 PM,T R,Master\ Daniel M.,,
C E,212,0,,Discipleship & Small Groups,4,7:00 PM - 9:00 PM,T,Haase & Chang,,
MUEP,213,0,,Women's Chorale,0,4:30 PM - 6:00 PM,M W,Hopper\ Mary,180,
ARCH,213,0,,NT Archaeology,4,9:20 AM - 10:30 AM,M W F,Miglio\ Adam E.,,
MUEP,214,0,,Men's Glee Club,0,4:30 PM - 6:00 PM,T R,Hopper\ Mary,180,
MUEP,215,0,,Concert Choir,0,2:15 PM - 3:45 PM,M W F,Trotter\ John W.,180,
COMM,215,0,,Journalism,4,8:00 AM - 9:10 AM,M W F,Morgan\ Timothy C.,,
MUEP,216,0,,Symphonic Band,0,3:45 PM - 5:15 PM,M W,STAFF,180,
PHIL,216,0,A,Philosophy of The Arts,2,6:30 PM - 10:00 PM,T,McNutt\ David W.,,
C E,216,0,,Discipleship Practicum,1,TBA,,Haase\ Daniel T.,,
PHIL,217,0,,Philosophy of Art,4,6:30 PM - 10:00 PM,T,McNutt\ David W.,,PI\ VPAV
MUEP,218,0,,Jazz Ensemble,0,7:00 PM - 8:20 PM,T R,Ernst\ Kathryn A.,180,
COMM,219,0,,Journalism Co-Curricular,0,TBA,,Morgan\ Timothy C.,,
ENVR,221,0,,Intro to Environmental Science - Freshmen & Sophomores only,4,2:15 PM - 3:25 PM,M W F,Tagne\ Gilles V.,40,SP
PHYS,221,0,,General Physics I,4,11:35 AM - 12:45 PM,M W F,Whitney\ Heather M.,,SP
ART,221,0,,Taking Pictures,3,9:00 AM - 12:00 PM,T R,Schreck\ Gregory H.,,VPAV
C E,222,0,,Transformational Education,4,9:20 AM - 10:30 AM,M W F,Larson\ Mimi L.,,
MUIP,223,0,,Class Piano I,2,11:35 AM - 12:45 PM,M W,Stampfl\ Aaron J.,365,
C E,223,0,,Human Development & Ministry,4,11:35 AM - 12:45 PM,M W F,Larson\ Mimi L.,,SI
ENGR,223,0,,Strength of Materials,4,12:55 PM - 2:05 PM,M W F,Hsu\ David D.,,
LING,224,0,,Theoretical Found ELL Method,4,9:20 AM - 10:30 AM,M W F,Vroom Fick\ Sara J.,,DUS
MUIP,225,0,,Class Piano III,2,2:15 PM - 3:05 PM,T R,Stampfl\ Aaron J.,365,
EDUC,225,0,,Psych & Dev Contexts of Educ,4,8:30 AM - 10:20 AM,T R,Kim\ Il-Hee,,
ENGL,225,0,,Topical Seminar:Poetry,4,8:30 AM - 10:20 AM,T R,Nonaka\ Miho,,
C E,226,0,,Christian Spiritual Practices,4,11:15 AM - 1:05 PM,T R,Schwanda\ Tom,,
MUIP,227,0,,Class Piano-Level V,2,11:15 AM - 12:05 PM,T R,Stampfl\ Aaron J.,365,
PHIL,227,0,,Asian Philosophy,4,1:15 PM - 3:05 PM,T R,Fletcher\ David B.,,GP\ PI
B EC,229,0,B,Mgmt Info Systems,2,11:15 AM - 1:05 PM,T R,Johnson\ Stephen D.,,
MUTC,231,0,,Composition I,2,9:30 AM - 10:20 AM,T R,Okpebholo\ Shawn E.,96,
C E,231,0,B,Evangelism,2,11:35 AM - 12:45 PM,M W F,Root\ Gerald R.,,
GEL,231,0,B,Orientation to Study Abroad,2,4:00 PM - 6:00 PM,R,Klingler & Wood,,GPA
HIST,232,0,,History in Africa Since 1850,4,2:15 PM - 3:25 PM,M W F,Stringham\ Noel C.,,GP
C E,232,0,,Spiritual Guide & Discern,2,1:15 PM - 3:05 PM,R,Haase\ Daniel T.,,
GEL,232,0,A,Re-Entry Seminar,2,3:15 PM - 6:45 PM,T,Klingler\ Timothy M.,,GPB
MUTC,233,0,,Digital Music Technology I,2,7:00 PM - 8:50 PM,M,Baddorf\ Donald G.,96,
URBN,233,0,,Chicago,4,6:30 PM - 10:00 PM,M,Young\ Sean,,DUS\ SI
ART,233,0,,Creativity & Design,3,9:00 AM - 12:00 PM,T R,Hooker\ David J.,,
MATH,234,0,A,Calculus II B,2,2:15 PM - 3:25 PM,M W F,Diedrichs\ Danilo R.,,
CSCI,235,0,,Programming I: Problem Solving,4,11:35 AM - 12:45 PM,M W F,Kim\ Hyunju,,AAQR
PSCI,236,0,,Intercollegiate Trial Advocacy,0,6:30 PM - 10:00 PM,T,Locke\ Brooks D.,,
CHEM,241,0,,Princ Organic Chem,4,2:15 PM - 3:25 PM,M W F,Umesiri\ Francis E.,,
COMM,241,0,,Media Studies,4,11:35 AM - 12:45 PM,M W F,Schuchardt\ Read M.,,
PHIL,241,0,,Suffering,4,11:15 AM - 1:05 PM,T R,Talbot\ Mark R.,,PI
PSYC,241,0,,Social Psychology,4,1:15 PM - 3:05 PM,T R,Hannah\ Darlene B.,,SI
SOC,241,0,,Social Psychology,4,1:15 PM - 3:05 PM,T R,Hannah\ Darlene B.,,SI
PHIL,243,0,A,Intro To Logic,2,9:20 AM - 10:30 AM,M W F,O'Connor\ Robert C.,,
BIOL,243,0,,Processes of Life,4,11:35 AM - 12:45 PM,M W F,Page\ L. Kristen,,
CSCI,243,0,,Discrete Math/Functional Prog,4,2:15 PM - 3:25 PM,M W F,VanDrunen\ Thomas J.,,AAQR
MATH,243,0,,Discrete Math & Funct Program,4,2:15 PM - 3:25 PM,M W F,VanDrunen\ Thomas J.,,AAQR
PHIL,244,0,B,Symbolic Logic,2,9:20 AM - 10:30 AM,M W F,O'Connor\ Robert C.,,
CSCI,245,0,,Programming II: OO Design,4,11:35 AM - 12:45 PM,M W F,Pohly\ Devin J.,,
MATH,245,0,,Linear Algebra,4,11:35 AM - 12:45 PM,M W F,Diedrichs\ Danilo R.,,
PHIL,245,0,,Logic,4,9:20 AM - 10:30 AM,M W F,O'Connor\ Robert C.,,AAQR
COMM,246,0,,Media Production,4,8:30 AM - 10:20 AM,T R,Park\ Joonhee,,
COMM,250,0,A,Fake News & Public Rhetoric,2,2:15 PM - 3:25 PM,M W F,Chase\ Kenneth R.,,
ART,251,0,,History-Art & Architecture I - Art majors & minors only,4,11:15 AM - 1:05 PM,T R,STAFF,,GP\ HP
C E,251,0,,Ministry Practicum,0,TBA,,Haase\ Daniel T.,,
COMM,252,0,,Argument & Debate,4,1:15 PM - 3:05 PM,T R,Sietman\ Rebecca B.,,COMP
HIST,252,0,,American History from 1865,4,8:30 AM - 10:20 AM,T R,Johnson\ Karen J.,,
COMM,253,0,,Messages\ Influence & Culture,4,9:20 AM - 10:30 AM,M W F,Hill\ Theon E.,,DUS
MUMS,255,0,B,Pedagogy I,2,9:20 AM - 10:30 AM,M W F,Bauer\ Elizabeth A.,96,
MUIP,260,0,,Early Keyboard Lessons,2,TBA,,STAFF,238,
MUMS,261,0,,Feldenkrais for Musicians,1,6:45 PM - 8:15 PM,M,Sterling\ Robin C.,48,
MUCS,262,0,,Baroque/Classical Eras,4,11:35 AM - 12:45 PM,M W F,Saylor\ L. Jonathan,192,
MATH,263,0,,Introduction to Statistics,4,9:20 AM - 10:30 AM,M W F,Delzell\ Darcie A.,,AAQR
MUCS,264,0,A,World Music,2,9:20 AM - 10:30 AM,M W F,Kastner\ Kathleen S.,96,
COMM,271,0,,Theater Survey,4,11:15 AM - 1:05 PM,T R,Stauffer\ Michael E.,100,VPAT
PSCI,271,0,A,Introduction to Law,2,12:55 PM - 2:05 PM,M W F,Bretsen\ Stephen N.,,
AHS,273,0,A,Behavioral Medicine,2,11:15 AM - 1:05 PM,T R,Penfound\ Jean E.,,
ANTH,282,0,A,Culture\ Travel and Tourism,2,12:55 PM - 2:05 PM,M W F,Howell\ Brian M.,,
ENGL,285,0,B,Chinese Literature,2,6:30 PM - 10:00 PM,T,Martindale\ H. Wayne,,
IDS,291,0,,Intro to IDS,2,7:00 PM - 9:00 PM,W,Bishop\ Robert C.,,
CHEM,294,0,,Chemistry Colloquium,1,6:45 PM - 7:35 PM,T,Burden\ Daniel L.,,
COMM,296,0,,Journalism Practicum,2 TO 4,TBA,,Morgan\ Timothy C.,,
URBN,296,0,,Urban Studies Practicum,2 OR 4,TBA,,Anderson\ Jordan,,
PSCI,301,0,A,Civil Rights & Police Action,2,2:15 PM - 3:25 PM,M W F,Iglesias\ David C.,,
IR,301,0,B,What If's,2,2:15 PM - 3:25 PM,M W F,McKoy\ Michael K.,,
