Subject,Number,Section,Quad,Title / Comment,Credits,Meeting Time,Days,Instructor(s),Fees,Attributes
MUMS,341,1,A,High String Techniques,1 OR 2,12:15 PM - 1:05 PM,T R,Sjobring & Peterson,48,NONE
MUMS,341,2,B,Low Strings Techniques,1 OR 2,12:15 PM - 1:05 PM,T R,Altino\ Leonardo G.,48,NONE
B EC,341,0,NONE,Principles of Marketing,4,9:20 AM - 10:30 AM,M W F,Stolze\ Hannah J.,0,NONE
MATH,341,0,NONE,Modern Algebra,4,8:00 AM - 9:10 AM,M W F,Lovett\ Stephen T.,0,NONE
PHYS,341,0,NONE,Analytical Mechanics,4,12:55 PM - 2:05 PM,M W F,Whitney\ Joshua F.,0,NONE
CORE,341,0,NONE,AIS: Stress and Flourishing,4,11:15 AM - 1:05 PM,T R,Thom\ Nathaniel J.,0,SIP
MUMS,341,3,NONE,Woodwind Techniques,1 OR 2,12:15 PM - 1:05 PM,T R,Saylor & Black,96,NONE
MUMS,341,5,NONE,Percussion Techniques,1 OR 2,11:15 AM - 12:05 PM,T R,Kastner\ Kathleen S.,96,NONE
ENGL,341,0,NONE,Am Lit:Beginning - Romanticism,4,1:15 PM - 3:05 PM,T R,Kriner\ Tiffany E.,0,NONE
PHIL,341,0,NONE,Nature Of Persons,4,11:15 AM - 1:05 PM,T R,Talbot\ Mark R.,0,NONE
SPAN,342,0,NONE,Global Spain: Lit After 1800,4,11:35 AM - 12:45 PM,M W F,Townsend\ Tamara,0,GP\ LE
CHEM,342,1,NONE,Organic Chemistry II,4,8:00 AM - 9:10 AM,M W F,Dick\ Allison R.,95,NONE
CHEM,342,2,NONE,Organic Chemistry II,4,11:35 AM - 12:45 PM,M W F,Umesiri\ Francis E.,95,NONE
B EC,342,1,NONE,Principles of Management,4,9:20 AM - 10:30 AM,M W F,Lee\ Min-Dong Paul,0,NONE
GERM,342,0,NONE,Contemp Germ Pol Econ Events,4,8:00 AM - 9:10 AM,M W F,Henley\ Grant H.,0,NONE
CORE,342,0,NONE,AIS: Dante's Commedia,4,6:00 PM - 9:30 PM,R,Gibson & Wood,0,LE\ PI
B EC,342,2,NONE,Principles of Management,4,8:30 AM - 10:20 AM,T R,Jackson\ Christophe,0,NONE
BITH,343,0,A,OT Cultural Environment,2,1:15 PM - 3:05 PM,T R,Walton\ John H.,0,NONE
MUTC,343,0,B,Jazz Theory,2,8:30 PM - 10:30 PM,T R,Ernst\ Kathryn A.,96,NONE
ENGL,343,0,NONE,American Lit After 1945,4,11:35 AM - 12:45 PM,M W F,Bieber Lake\ Christin,0,NONE
PSYC,343,0,NONE,Sensation & Perception,4,11:35 AM - 12:45 PM,M W F,Phinney\ Raymond,0,NONE
CSCI,345,0,NONE,Data Structures & Algorithms,4,11:35 AM - 12:45 PM,M W F,VanDrunen\ Thomas,0,NONE
PHIL,345,0,NONE,Classical & Medieval Pol Thgt,4,9:20 AM - 10:30 AM,M W F,Cartagena\ Nathan,0,NONE
C E,346,0,NONE,Discipleship,4,6:30 PM - 10:00 PM,T,Schwanda\ Tom,0,NONE
EDUC,348,0,NONE,Special Education Assessment,4,12:55 PM - 2:05 PM,M W F,Ruiz\ Diane S.,0,NONE
PSYC,348,0,NONE,Abnormal Psychology,4,9:20 AM - 10:30 AM,M W F,Hall\ Sarah E.,0,NONE
BITH,349,1,A,OT Topics: Christan Fathers,2,11:35 AM - 12:45 PM,M W F,Graves\ Michael W.,0,NONE
BITH,349,2,A,OT Topics: Ecclesiastes,2,9:20 AM - 10:30 AM,M W F,Schultz\ Richard L.,0,NONE
BITH,349,4,A,OT Topics: Psalms,2,6:30 PM - 10:00 PM,T,Buster\ Aubrey E.,0,NONE
BITH,349,3,B,OT Topics: Judges,2,9:20 AM - 10:30 AM,M W F,Schultz\ Richard L.,0,NONE
HIST,349,0,NONE,Origins of Contemporary Europe,4,6:30 PM - 10:00 PM,M,Lundin\ Matthew D.,0,NONE
PHIL,349,0,NONE,Christian Political Thought,4,1:15 PM - 3:05 PM,T R,McGraw\ Bryan T.,0,NONE
PSCI,349,0,NONE,Christian Political Thought,4,1:15 PM - 3:05 PM,T R,McGraw\ Bryan T.,0,NONE
ART,351,0,NONE,History-Art & Architecture II,4,9:20 AM - 10:30 AM,M W F,Milliner\ Matthew J.,0,DUS\ VPAV
SPAN,352,2,A,Latin American Film,2,11:15 AM - 1:05 PM,T R,Kepner\ Christine G.,0,NONE
SPAN,352,4,B,Orientation to Costa Rica,2,12:55 PM - 2:05 PM,M W F,Klingler\ Timothy M.,0,NONE
SPAN,352,3,B,Spanish Film,2,11:15 AM - 1:05 PM,T R,Kepner\ Christine G.,0,NONE
MATH,352,0,NONE,Complex Analysis,4,2:15 PM - 3:25 PM,M W F,Isihara\ Paul,0,NONE
SPAN,352,1,NONE,Camino de Santiago,2,6:30 PM - 8:20 PM,T,Barlar\ Sharenda H.,0,NONE
PHYS,353,0,A,Introductory Optics,2,11:35 AM - 12:45 PM,M W F,Poelarends\ Arend J,65,NONE
ANTH,353,0,NONE,Biculturalism,4,2:15 PM - 3:25 PM,M W F,Sadiq\ Yousaf,0,DUS\ GP
MUTC,353,0,NONE,Modal Counterpoint,2,2:15 PM - 3:05 PM,T R,Zimmerman\ Edward,96,NONE
MUCS,355,0,B,American Music,2,12:55 PM - 2:05 PM,M W F,Buis\ Johann S.,96,NONE
PSYC,355,0,NONE,Adv Statistics & Psyc Testing,4,11:35 AM - 12:45 PM,M W F,Eveleigh\ Elisha,0,NONE
MUMS,355,0,NONE,Group Pedagogy,3,8:30 AM - 10:20 AM,T R,Bauer\ Elizabeth A.,144,NONE
SOC,355,0,NONE,Social Class & Inequality,4,8:30 AM - 10:20 AM,T R,Kim\ Henry H.,0,NONE
MUEP,356,0,NONE,Opera Workshop,2,4:00 PM - 5:30 PM,F,Hart\ Carolyn A.,365,NONE
BIOL,356,0,NONE,Genetics,4,2:15 PM - 3:25 PM,M W F,Scott\ Rodney J.,85,NONE
MUTC,356,0,NONE,Arranging,2,9:30 AM - 10:20 AM,T R,Okpebholo\ Shawn,96,NONE
MUEP,356,0,NONE,Opera Workshop,2,11:15 AM - 1:05 PM,T R,Hart\ Carolyn A.,365,NONE
HIST,356,0,NONE,American Revolution,4,1:15 PM - 3:05 PM,T R,McKenzie\ Robert T.,0,NONE
SPAN,357,0,NONE,Latino Cultures in the US,4,9:20 AM - 10:30 AM,M W F,Quiroa\ Nestor I.,0,DUS
MUEP,358,1,NONE,Jazz Combo,1,6:30 PM - 7:25 PM,W,Davis\ James C.,180,NONE
BITH,359,2,A,NT Topics: 1 & 2 Thessalonians,2,9:20 AM - 10:30 AM,M W F,Vlachos\ Chris A.,0,NONE
BITH,359,3,B,NT Topics: Acts/Journeys of Paul,2,9:20 AM - 10:30 AM,M W F,Vlachos\ Chris A.,0,NONE
BITH,359,1,NONE,NT Topics: James,4,6:30 PM - 10:00 PM,T,Vlachos\ Chris A.,0,NONE
C E,360,0,NONE,Classics of Christian Devotion,4,1:15 PM - 3:05 PM,T R,Schwanda\ Tom,0,NONE
ANTH,361,0,B,Medical Anthropology,2,6:00 PM - 9:30 PM,W,Jeske\ Christine R.,0,NONE
AHS,361,0,NONE,Integrative Human Physiology,4,8:00 AM - 9:10 AM,M W F,Hunt\ Brian E.,75,NONE
MUCS,361,0,NONE,20th Century Music,4,11:35 AM - 12:45 PM,M W F,Kastner\ Kathleen S.,192,NONE
GERM,361,0,NONE,Terrorism in Lit and Film,4,11:35 AM - 12:45 PM,M W F,Shaffer\ Clinton S.,0,NONE
PSCI,361,0,NONE,Political Research,4,8:30 AM - 10:20 AM,T R,Taylor\ Timothy W.,0,AAQR
COMM,362,0,B,Group Dynamics,2,11:35 AM - 12:45 PM,M W F,Langan\ Emily J.,0,NONE
PHYS,362,0,B,Plasma Physics,2,11:35 AM - 12:45 PM,M W F,Schroeder\ James,0,NONE
RELI,362,0,B,Judaism,2,12:55 PM - 2:05 PM,M W F,Graves\ Michael W.,0,NONE
MATH,362,0,NONE,Geometry,4,8:30 AM - 10:20 AM,T R,Lovett\ Stephen T.,0,NONE
COMM,363,0,NONE,Persuasion,4,9:20 AM - 10:30 AM,M W F,Langan\ Emily J.,0,SI
MATH,364,0,NONE,Mathematical Modeling,4,2:15 PM - 3:25 PM,M W F,Diedrichs\ Danilo R.,0,NONE
MUTC,364,0,NONE,The Improvising Musician,2,8:30 AM - 9:20 AM,T R,Whitaker\ Howard L.,96,NONE
SOC,364,0,NONE,Urban Sociology,4,11:15 AM - 1:05 PM,T R,Miller\ Brian J.,0,NONE
ENGL,365,0,NONE,British Literature After 1939,4,6:30 PM - 10:00 PM,M,Sasser\ Kimberly A.,0,NONE
ARCH,365,0,NONE,Statecraft & IR in the ANE,4,11:35 AM - 12:45 PM,M W F,Miglio\ Adam E.,0,HP\ SI
ECON,365,0,NONE,Economic Growth & Development,4,11:35 AM - 12:45 PM,M W F,Makaudze\ Ephias,0,NONE
PSCI,365,0,NONE,Classical/Medieval Pol Thought,4,9:20 AM - 10:30 AM,M W F,Cartagena\ Nathan,0,NONE
ECON,366,0,NONE,International Economics,4,2:15 PM - 3:25 PM,M W F,Hill\ Enoch S.,0,NONE
B EC,367,0,NONE,Principles of Finance,4,8:00 AM - 9:10 AM,M W F,Norton\ Seth W.,0,NONE
BIOL,368,0,NONE,Invertebrate Zoology,4,9:20 AM - 10:30 AM,M W F,Rorem\ Nadine C.,85,NONE
AHS,368,0,NONE,Concepts in Nutrition,4,1:15 PM - 3:05 PM,T R,Ickes\ Scott B.,0,NONE
MUEP,371,5,NONE,Percussion Ensemble,1,3:35 PM - 4:35 PM,F,Kastner\ Kathleen S.,180,NONE
MUEP,371,5,NONE,Percussion Ensemble,1,5:25 PM - 6:30 PM,M,Kastner\ Kathleen S.,180,NONE
AHS,371,0,NONE,Clinical Kinesiology,4,7:00 PM - 9:50 PM,M,Alford\ Micah L.,0,NONE
MUEP,371,5,NONE,Percussion Ensemble,1,3:15 PM - 4:05 PM,T,Kastner\ Kathleen S.,180,NONE
MUEP,371,6,NONE,Piano Ensemble,1,3:15 PM - 4:05 PM,T R,Edwards\ Karin R.,180,NONE
MUEP,371,0,NONE,Chamber Music:Strings,1,TBA,BLANK,Altino\ Leonardo G.,180,NONE
MUEP,371,1,NONE,Chamber Music: Brass,1,TBA,BLANK,Altino\ Leonardo G.,180,NONE
MUEP,371,2,NONE,Chamber Music: Piano,1,TBA,BLANK,Altino\ Leonardo G.,180,NONE
MUEP,371,3,NONE,Chamber Music: Winds,1,TBA,BLANK,Altino\ Leonardo G.,180,NONE
MUEP,371,7,NONE,Mixed Ensemble,1,TBA,BLANK,Altino\ Leonardo G.,180,NONE
GEOL,372,0,NONE,GIS Practicum,2,8:30 AM - 10:20 AM,R,Tagne\ Gilles V.,0,NONE
BITH,372,0,NONE,Historical Theology,4,1:15 AM - 3:05 PM,T R,Bruce\ Matthew J.,0,NONE
CHEM,372,0,NONE,Physical Chemistry II,2,9:20 AM - 10:30 AM,W F,Walhout\ Peter K.,0,NONE
URBN,373,0,A,City in Popular Culture,2,11:15 AM - 1:05 PM,T R,Tooley\ Christa B.,0,NONE
GERM,373,0,NONE,German for Reading II,0,3:45 PM - 4:45 PM,F,Shaffer\ Clinton S.,0,NONE
BITH,373,0,NONE,Marriage\ Sex and Family,4,11:15 AM - 1:05 PM,T R,Jones\ Beth F.,0,NONE
COMM,373,0,NONE,Theater Workout,0 OR 1,4:15 PM - 5:30 PM,T R,Lewis\ Mark N.,0,NONE
BITH,374,0,NONE,Systematic Theology,4,9:20 AM - 10:30 AM,M W F,Johnson\ Keith L.,0,NONE
PSCI,374,0,NONE,Political Psychology,4,11:15 AM - 1:05 PM,T R,Garrett\ Kristin N.,0,SIP
BITH,375,0,NONE,Christian Ethics,4,2:15 PM - 3:25 PM,M W F,Johnson\ Keith L.,0,NONE
ECON,375,2,NONE,Econometrics,4,2:15 PM - 3:25 PM,M W F,Makaudze\ Ephias,0,NONE
ECON,375,1,NONE,Econometrics,4,11:15 AM - 1:05 PM,T R,Forsstrom\ Matthew,0,NONE
BITH,376,0,NONE,Theologies of Transformation,4,6:30 PM - 10:00 PM,T,Bacote\ Vincent E.,0,SHAR
COMM,376,0,NONE,Church And Theater,4,1:15 PM - 3:05 PM,T R,Stauffer\ Michael E.,0,NONE
SOC,376,0,NONE,Sociological Theory,4,1:15 PM - 3:05 PM,T R,Kim\ Henry H.,0,NONE
BITH,377,2,A,God & Evil,2,8:30 AM - 10:20 AM,T R,McGowin\ Emily H.,0,NONE
B EC,377,0,NONE,Marketing & Supply Chain Strat,4,11:35 AM - 12:45 PM,M W F,Stolze\ Hannah J.,0,NONE
ENGL,381,0,A,American Authors: Beginnings,2,8:30 AM - 10:20 AM,T R,Kriner\ Tiffany E.,0,NONE
ENVR,381,0,NONE,Envr Pollution & Toxicology,4,12:55 PM - 2:05 PM,M W F,Keil\ Charles B.,25,NONE
ENGL,382,0,B,Amer Authors:Hughes & Hurston,2,8:30 AM - 10:20 AM,T R,Kriner\ Tiffany E.,0,NONE
B EC,382,0,NONE,Employment Law,2,6:00 PM - 8:00 PM,M,Favaro\ Dennis R.,0,NONE
B EC,384,0,NONE,Market Research,4,2:15 PM - 3:25 PM,M W F,Stolze\ Hannah J.,0,NONE
ENGL,384,0,NONE,Shakespeare,4,2:15 PM - 3:25 PM,M W F,Weber\ Benjamin D.,0,NONE
ENGL,385,0,A,Milton,2,12:55 PM - 2:05 PM,M W F,Ryken\ Leland,0,NONE
ANTH,385,0,NONE,Field Research Methods,4,6:30 PM - 9:45 PM,T,Yoder & Huff,0,NONE
HNGR,385,0,NONE,Field Research Meth,4,6:30 PM - 10:00 PM,T,Yoder & Huff,0,NONE
BIOL,386,0,NONE,Pharmacology,4,9:20 AM - 10:30 AM,M W F,Busch\ Jennifer L.,0,NONE
PSCI,386,0,NONE,Congress & Policy Process,4,11:35 AM - 12:45 PM,M W F,Black\ Amy E.,0,NONE
HIST,391,4,A,Race/Reconciliation in U.S.,2,11:15 AM - 1:05 PM,T R,Johnson\ Karen J.,0,NONE
HIST,391,5,B,Baseball & US History,2,11:15 AM - 1:05 PM,T R,Blumhofer\ Edith L.,0,NONE
HIST,391,2,NONE,Modern Korea Thru Korean War,4,11:35 AM - 12:45 PM,M W F,Kim\ Hanmee N.,0,NONE
HIST,391,3,NONE,Medieval Saints & Sinners,4,9:20 AM - 10:30 AM,M W F,Harkrider\ Melissa,0,NONE
HIST,391,6,NONE,Majority World Indigenous Hist,4,2:15 PM - 3:25 PM,M W F,Stringham\ Noel C.,0,NONE
HIST,391,8,NONE,Religion & Health in the U.S.,4,8:30 AM - 10:20 AM,T R,Riddle\ Jonathan D.,0,NONE
URBN,393,0,B,Placemaking in Urban Contexts,2,11:15 AM - 1:05 PM,T R,Tooley\ Christa B.,0,NONE
BITH,393,3,NONE,Liturgy & Worship,4,12:55 PM - 2:05 PM,M W F,Peeler\ Lance J.,0,NONE
COMM,393,0,NONE,Intercollegiate Debate,0 OR 1,TBA,BLANK,Sietman\ Rebecca B.,0,NONE
CSCI,394,0,NONE,Seminar: Machine Learning,4,12:55 PM - 2:05 PM,M W F,VanDrunen\ Thomas,0,NONE
ECON,394,0,NONE,Financial Economics,4,9:20 AM - 10:30 AM,M W F,Guo\ Nick L.,0,NONE
ENGR,394,0,NONE,Engineering Ethics Capstone,2,8:30 AM - 10:20 AM,T,Hsu\ David D.,0,NONE
BITH,394,0,NONE,Christian History:Calvin,4,1:15 PM - 3:05 PM,T R,McNutt\ Jennifer P.,0,HP
MUIP,394,0,NONE,Junior Recital,0,TBA,BLANK,Hopper\ Mary,0,NONE
ENVR,395,0,NONE,Independent Study-Envr Science,2 TO 4,TBA,BLANK,STAFF,25,NONE
MUIP,401,0,NONE,Private Lessons: Piano,2 TO 4,TBA,BLANK,Horn & Stampfl,770,NONE
MSCI,402,0,NONE,Company Grade Leadership,4,6:30 PM - 10:00 PM,R,Kurczak\ Steven J.,0,NONE
MUIP,402,0,NONE,Private Lessons: Organ,2 TO 4,TBA,BLANK,Zimmerman\ Edward,770,NONE
MUIP,403,0,NONE,Private Lessons: Harpsichord,2 TO 4,TBA,BLANK,Zimmerman\ Edward,770,NONE
MUIP,404,0,NONE,Private Lessons: Voice,2 TO 4,TBA,BLANK,Hart\ Carolyn A.,770,NONE
MUIP,405,0,NONE,Private Lessons: Violin,2 TO 4,TBA,BLANK,Joiner & Zafer,770,NONE
MUIP,406,0,NONE,Private Lessons: Viola,2 TO 4,TBA,BLANK,Griffin & Joiner,770,NONE
MUIP,407,0,NONE,Private Lessons: Cello,2 TO 4,TBA,BLANK,Altino & Joiner,770,NONE
MUIP,408,0,NONE,Private Lessons: String Bass,2 TO 4,TBA,BLANK,Joiner & Anderson,770,NONE
MUIP,409,0,NONE,Private Lessons: Trumpet,2 TO 4,TBA,BLANK,Saylor & Ridenour,770,NONE
MUIP,410,0,NONE,Private Lessons: French Horn,2 TO 4,TBA,BLANK,Saylor & Cottle,770,NONE
MUIP,411,0,NONE,Private Lessons: Trombone,2 TO 4,TBA,BLANK,Saylor & Davis,770,NONE
MUIP,412,0,NONE,Private Lessons: Euphonium,2 TO 4,TBA,BLANK,Saylor\ L. Jonathan,770,NONE
MUIP,413,0,NONE,Private Lessons: Tuba,2 TO 4,TBA,BLANK,Saylor & Harrison,770,NONE
C E,414,0,A,Min with Children & Families,2,8:30 AM - 10:20 AM,T R,Larson\ Mimi L.,0,NONE
MUIP,414,0,NONE,Private Lessons: Flute,2 TO 4,TBA,BLANK,Saylor & Brown,770,NONE
COMM,415,0,NONE,Social Media/Mobile Journalism,4,8:00 AM - 9:10 AM,M W F,Morgan\ Timothy C.,0,NONE
MUIP,415,0,NONE,Private Lessons: Clarinet,2 TO 4,TBA,BLANK,Saylor & O'Riordan,770,NONE
MUIP,416,0,NONE,Private Lessons: Oboe,2 TO 4,TBA,BLANK,Saylor & Stevenson,770,NONE
MUIP,417,0,NONE,Private Lessons: Bassoon,2 TO 4,TBA,BLANK,Saylor\ L. Jonathan,770,NONE
MUIP,418,0,NONE,Private Lessons: Saxophone,2 TO 4,TBA,BLANK,Saylor & Black,770,NONE
MUIP,419,0,NONE,Private Lessons: Harp,2 TO 4,TBA,BLANK,Joiner & Seeman,770,NONE
MUIP,420,0,NONE,Private Lessons: Percussion,2 TO 4,TBA,BLANK,Kastner\ Kathleen S.,770,NONE
MUCS,421,0,B,Chamber Literature,2,9:20 AM - 10:30 AM,M W F,Saylor\ L. Jonathan,96,NONE
MUMS,421,0,NONE,Honors Conducting,0 TO 1,TBA,BLANK,Hopper & Trotter,96,NONE
MUIP,421,0,NONE,Priv Lessons: Classical Guitar,2 TO 4,TBA,BLANK,Joiner & Torosian,770,NONE
MUIP,422,0,NONE,Private Lessons: Jazz Guitar,2 TO 4,TBA,BLANK,Joiner & Ramsdell,770,NONE
COMM,424,0,A,Family Communication,2 OR 4,11:35 AM - 12:45 PM,M W F,Langan\ Emily J.,0,NONE
ART,429,0,NONE,Community Art II,3,2:00 PM - 8:00 PM,M,Samuelson\ Leah M.,0,NONE
ENG,429,0,NONE,Literacy Assessment,2,8:30 AM - 10:20 AM,R,Morrison\ Sally E.,0,NONE
ENVR,430,0,NONE,Environmental Engineering,4,1:15 PM - 3:05 PM,T R,Yoder\ Jeff T.,0,NONE
B EC,431,0,NONE,Invest Analysis/Capital Mkts,4,9:20 AM - 10:30 AM,M W F,Norton\ Seth W.,0,NONE
ENGL,431,0,NONE,Christianity and Fantasy,4,11:15 AM - 1:05 PM,T R,Downing\ David C.,0,NONE
MUCS,434,0,NONE,Seminar in Context Studies,2,11:15 AM - 12:05 PM,T R,Saylor\ L. Jonathan,96,NONE
CHEM,436,0,B,Physical Inorganic Chemistry,2,12:55 PM - 2:05 PM,M W F,Lovaasen\ Benjamin,0,NONE
CHEM,437,0,A,Organometallic Chemistry,2,12:55 PM - 2:05 PM,M W F,Lovaasen\ Benjamin,0,NONE
SPAN,439,0,A,Church & Soc Latin America,2,12:55 PM - 2:05 PM,M W F,Klingler\ Timothy M.,0,NONE
BITH,443,2,B,Hebrew Exegesis:1 & 2 Samuel,2,8:30 AM - 10:20 AM,T R,Carroll\ Mark D.,0,NONE
BITH,443,1,NONE,Hebrew Exegesis: Job,4,8:00 AM - 9:10 AM,M W F,Walton\ John H.,0,NONE
ENGW,444,4,A,Writing About Culture,2,11:35 AM - 12:45 PM,M W F,Bratcher\ Andrew B.,0,NONE
ENGW,444,2,A,Special Topics-Flash Fiction,2,11:15 AM - 1:05 PM,T R,Mazzarella\ Nicole,0,NONE
COMM,444,0,NONE,Iconomy,2 TO 4,12:55 PM - 2:05 PM,M W F,Schuchardt\ Read M,0,NONE
ENGW,444,3,NONE,Travel Writing,4,2:15 PM - 3:25 PM,M W F,Bratcher\ Andrew B.,0,NONE
COMM,444,0,NONE,Media: Sex\ Violence\Politics,2 TO 4,11:15 AM - 1:05 PM,T R,Sietman\ Rebecca B,0,NONE
ENGW,444,1,NONE,Longer Works of Fiction,4,8:30 AM - 10:20 AM,T R,Mazzarella\ Nicole,0,NONE
PHIL,448,3,NONE,Ethical Theory,4,12:55 PM - 2:05 PM,M W F,Fletcher\ David B.,0,NONE
PHIL,448,0,NONE,Human & Divine Discourse,4,1:15 PM - 3:05 PM,T R,Talbot\ Mark R.,0,NONE
BITH,449,0,NONE,New Voices in the OT,4,11:15 AM - 1:05 PM,T R,Carroll\ Mark D.,0,NONE
SOC,450,0,A,Males\ Masculinity & Violence,2,2:15 PM - 3:25 PM,M W F,Allen\ Henry L.,0,NONE
AHS,451,0,A,Advanced Human Anatomy,2,8:30 AM - 10:20 AM,T R,Townsend\ Dana K.,0,NONE
BITH,451,1,NONE,Greek Exegesis,4,12:55 PM - 2:05 PM,M W F,Sosa Siliezar\ Carlos,0,NONE
BITH,451,0,NONE,Greek Exegesis:Hebrews,4,1:15 PM - 3:05 PM,T R,Moo\ Douglas J.,0,NONE
MUTC,451,0,NONE,Advanced Composition,3,TBA,BLANK,Okpebholo\ Shawn E.,0,NONE
BITH,452,0,A,NT Criticism,2,12:55 PM - 2:05 PM,M W F,Green\ Gene L.,0,NONE
COMM,454,0,NONE,Political Style,2 OR 4,1:15 PM - 3:05 PM,T R,Hill\ Theon E.,0,NONE
CSCI,455,0,NONE,Operating Systems,4,9:20 AM - 10:30 AM,M W F,Pohly\ Devin J.,0,NONE
CHEM,455,0,NONE,Adv Analytcl Chem I,2,11:15 AM - 12:05 PM,R,Burden\ Daniel L.,95,NONE
MUMS,455,0,NONE,Applied Pedagogy II,2,TBA,BLANK,Bauer\ Elizabeth A.,96,NONE
C E,461,1,B,Leadership-Christian Ministry,2,11:15 AM - 1:05 PM,T R,Sveen\ David E.,0,NONE
BIOL,461,0,NONE,General Biochemistry,4,12:55 PM - 2:05 PM,M W F,Eggimann\ Becky L.,0,NONE
CHEM,461,0,NONE,General Biochemistry,4,12:55 PM - 2:05 PM,M W F,Eggimann\ Becky L.,0,NONE
CHEM,463,0,NONE,Biochemistry Analysis,2,11:15 AM - 12:05 PM,T,Eggimann\ Becky L.,95,NONE
MATH,463,0,NONE,Probability & Statistics II,4,1:15 PM - 3:05 PM,T R,Delzell\ Darcie A.,0,NONE
MUMS,473,0,NONE,Elementary School Music,2,9:20 AM - 10:30 AM,M W,Yi\ Gina J.,96,NONE
C E,474,0,NONE,Integrative Leadership Seminar,2,8:00 AM - 4:00 PM,TWRF,Robinson\ Gregory S.,0,NONE
CHEM,475,0,NONE,Meth Physical Chem,2,9:20 AM - 10:30 AM,M,Walhout\ Peter K.,95,NONE
PSYC,481,2,A,Advanced Abnormal Psyc,2,8:00 AM - 9:10 AM,M W F,Hall\ Sarah E.,0,NONE
PSYC,481,5,A,History of Psychology,2,8:30 AM - 10:20 AM,T R,Callender\ Aimee A.,0,NONE
ANTH,481,0,A,Anthropological Writing,2,6:00 PM - 9:30 PM,W,Jeske\ Christine R.,0,NONE
PSYC,481,8,NONE,Current Issues in School Psyc,2,1:15 PM - 3:05 PM,T,Eveleigh\ Elisha,0,NONE
PSYC,481,4,NONE,Psychology of the Family,2,11:15 AM - 1:05 PM,T,Van Dyke\ David J.,0,NONE
PSYC,481,1,NONE,Theories of Integration,2,8:30 AM - 10:20 AM,T,Fort\ Christin J.,0,NONE
BITH,482,0,NONE,Cappadocian Fathers,4,6:30 PM - 10:00 PM,M,Bruce\ Matthew J.,0,NONE
ANTH,482,0,NONE,Ethnographic Theory and Method,4,11:15 AM - 1:05 PM,T R,Howell\ Brian M.,0,NONE
SOC,482,0,NONE,Social Research,4,8:30 AM - 10:20 AM,T R,Miller\ Brian J.,0,NONE
CHEM,485,0,NONE,Synthesis And Analysis,2,2:15 PM - 5:05 PM,F,Dick\ Allison R.,95,NONE
CHEM,485,0,NONE,Synthesis And Analysis,2,2:15 PM - 5:05 PM,M,Dick\ Allison R.,95,NONE
MATH,485,0,NONE,Dynamical Systems,4,12:55 PM - 2:05 PM,M W F,Vanderschoot\ Mary,0,NONE
ENGL,486,0,NONE,Wade Center Authors,4,9:20 AM - 10:30 AM,M W F,Colon\ Christine A.,0,NONE
GREK,489,0,NONE,Topics: Luke-Acts,4,8:00 AM - 9:10 AM,M W F,Laansma\ Jon C.,0,NONE
SPAN,489,1,NONE,Topics in Mexican Literature,4,TBA,BLANK,Wood\ Adam N.,0,NONE
URBN,490,0,NONE,Internship-Pending,4 TO 8,TBA,BLANK,Anderson\ Jordan,0,NONE
BITH,491,0,NONE,Early Christianity Senior Sem,2,11:15 AM - 1:05 PM,R,Lee\ Gregory W.,0,NONE
ECON,492,0,NONE,Senior Legacy Capstone,2,1:15 PM - 3:05 PM,T,Forsstrom\ Matthew,0,NONE
SOC,492,0,NONE,Thesis Research,4,1:15 PM - 3:05 PM,T R,Reynolds\ Amy M.,0,NONE
ART,492,0,NONE,Comm Art Capstone/Internship,3,TBA,BLANK,Samuelson\ Leah M.,0,NONE
MUIP,492,0,NONE,Half Senior Recital,0,TBA,BLANK,Hopper\ Mary,0,NONE
B EC,493,1,NONE,Business Strategy,2,8:30 AM - 10:20 AM,R,Norton\ Seth W.,0,NONE
B EC,493,2,NONE,Business Strategy,2,11:15 AM - 1:05 PM,R,Norton\ Seth W.,0,NONE
CSCI,493,0,NONE,Mentoring: Adv CSCI Topics,2,11:15 AM - 1:05 PM,T,Pohly\ Devin J.,0,NONE
SPAN,493,0,NONE,Mentor:Music & Protest,4,TBA,BLANK,Klingler\ Timothy M.,0,NONE
COMM,494,0,A,Senior Seminar,2,2:15 PM - 3:25 PM,M W F,Chase\ Kenneth R.,0,NONE
PSCI,494,0,A,Senior Seminar,2,9:20 AM - 10:30 AM,M W F,Black\ Amy E.,0,NONE
URBN,494,0,A,Advanced Urban Studies Seminar,2,11:15 AM - 1:05 PM,T R,Toly\ Noah J.,0,NONE
IR,494,0,A,Senior Seminar,2,6:30 PM - 10:00 PM,W,Taylor\ Timothy W.,0,NONE
ART,494,2,B,Senior Capstone: Art History,2,11:35 AM - 12:45 PM,M W F,Milliner\ Matthew J.,0,NONE
PACS,494,0,B,Senior Seminar,2,2:15 PM - 3:25 PM,M W F,McKoy\ Michael K.,0,NONE
AHS,494,0,B,Integrative Seminar,2,6:30 PM - 10:00 PM,T,Hunt\ Brian E.,0,NONE
COMM,494,2,B,Senior Seminar,2,8:30 AM -10:20 AM,T R,Chase\ Kenneth R.,0,NONE
ARCH,494,0,B,Senior Seminar,2,6:30 PM - 10:00 PM,W,Miglio\ Adam E.,0,NONE
FREN,494,0,NONE,Senior Seminar,4,6:00 PM - 9:30 PM,M,Savage\ Alan D.,0,NONE
